"","D","mean.SST","sd.SST","N","se.SST","CL95.SST"
"64",6500000,22.2101670106327,1.53184186467315,14,0.409401959165991,0.721083820285159
"65",6600000,21.9835658987803,1.57805625495885,14,0.421753274507971,0.742838317187139
"66",6700000,19.4090474717499,1.58743417802038,14,0.424259629871956,0.747252786293581
"67",6800000,20.0588054416244,1.09870928555969,14,0.293642408159396,0.517195349784492
"68",6900000,19.9945336891699,0.905259870730134,14,0.241940877304817,0.426132919455243
"69",7e+06,19.759762625341,1.04617441172266,14,0.279601872533998,0.49246561207577
"70",7100000,18.4685956132446,1.822688615084,14,0.487134022886986,0.857994091991646
"71",7200000,22.8831368636905,2.02110534501271,14,0.540163124543936,0.951394786231069
"72",7300000,23.0706703539549,2.04459837415143,15,0.527913030184749,0.925458125340118
"73",7400000,22.9570921181173,1.8392595702517,15,0.47489477899583,0.832514461235185
"74",7500000,23.4948538321927,1.81474591102675,15,0.468565379400306,0.821418705022932
"75",7600000,23.6745100966891,1.39951931215521,15,0.361354332578186,0.633472341257242
"76",7700000,23.0778678570386,1.38925468852324,15,0.35870401815274,0.628826206611015
"77",7800000,23.1835488903814,1.45459870291714,15,0.375575770120865,0.658403237399895
"78",7900000,23.0036319632389,1.84387695511747,15,0.476086982641707,0.834604454260648
"79",8e+06,22.5983307193668,1.52946010614531,15,0.394904901319295,0.69228817772253
"80",8100000,23.0705792600679,1.78575576066076,16,0.446438940165191,0.779430458088476
"81",8200000,22.7693254013871,2.01661833705512,16,0.504154584263781,0.880195258985975
"82",8300000,20.2269315203709,1.74115156559844,16,0.435287891399611,0.759962024075289
"83",8400000,20.1221081360963,1.25800088189258,16,0.314500220473146,0.549080801109347
"84",8500000,20.1877617201436,1.0686934865467,16,0.267173371636675,0.466453628276158
"85",8600000,20.371567221525,1.14688216729299,16,0.286720541823247,0.500580713622289
"86",8700000,19.7768850633373,1.51505359169637,16,0.378763397924092,0.661276833606598
"87",8800000,20.5171598979659,1.673310046298,16,0.418327511574501,0.730351173795184
"88",8900000,22.1514924099066,1.77231378307875,16,0.443078445769687,0.773563425779147
"89",9e+06,22.5768048629583,1.74894911290222,16,0.437237278225556,0.763365426713454
"90",9100000,22.9831560314367,1.62404508293179,16,0.406011270732946,0.708848449956828
"91",9200000,23.1762350485633,1.39262078826755,16,0.348155197066888,0.60783847536982
"92",9300000,23.3115801669133,1.4176833593675,15,0.366044269401713,0.641694036673901
"93",9400000,23.3128024363658,1.41328328728708,15,0.364908175675743,0.639702407163489
"94",9500000,23.261080941552,1.70053660962763,15,0.439076664580256,0.769723503018726
"95",9600000,23.0096487339999,1.65349963473233,15,0.426931769885224,0.748432891053752
"96",9700000,22.424057148861,1.57147999013675,15,0.405754388713188,0.711307875457476
"97",9800000,22.0334219316494,1.45460728437435,15,0.37557798584359,0.658407121673405
"98",9900000,20.7271418913935,1.27507386158744,15,0.329222655407502,0.577143893164175
"99",1e+07,19.5208301343826,1.06451919321506,15,0.274857673802673,0.48183934282461
"100",10100000,18.2617041903457,0.962619084796368,15,0.24854717894385,0.435715720453903
"101",10200000,20.2224117685966,1.19588046153918,15,0.308775007439738,0.541298136621209
"102",10300000,20.4437618917225,1.73733708696056,16,0.434334271740139,0.758297115078442
"103",10400000,21.4278038369857,1.82165823253748,16,0.455414558134369,0.795100842985356
"104",10500000,22.5235655750595,1.83607477396867,16,0.459018693492167,0.801393244073625
"105",10600000,23.2720343464678,1.41329948255407,16,0.353324870638517,0.616864124070204
"106",10700000,23.3753345691978,1.25560907733861,16,0.313902269334652,0.54803684797744
"107",10800000,23.2903475438111,1.13230987584711,16,0.283077468961777,0.494220332181963
"108",10900000,23.3580041345723,1.08913275060935,17,0.264153492416579,0.459523192124102
"109",1.1e+07,23.1743619909191,1.19252003205229,17,0.289228591342151,0.503144002872025
"110",11100000,22.9301530518357,1.40173622087686,17,0.339970970466436,0.591415786893682
"111",11200000,22.6103382549775,1.52236422979022,17,0.369227560005127,0.642310746837206
"112",11300000,22.1666070123108,1.66186904332066,17,0.403062447150308,0.701170144090954
"113",11400000,21.7046524990286,1.70646469198603,17,0.413878480673266,0.719985788756945
"114",11500000,21.1859330462527,1.68498787520501,18,0.397155450924859,0.688692813618576
"115",11600000,20.5181764027019,1.56324325881893,18,0.368459969651675,0.638933023868372
"116",11700000,19.4938614323331,1.39394661399144,18,0.328556367788458,0.569737640104411
"117",11800000,19.7955316797034,1.13800495344347,18,0.268230339867919,0.465128470555611
"118",11900000,18.6767383324454,1.20435846028452,18,0.283870011415526,0.492248655805768
"119",1.2e+07,18.6498974796169,1.31805406520456,18,0.310668322492214,0.538718631762669
"120",12100000,20.3435657019435,1.34357863742057,18,0.316684521859156,0.549151104135039
"121",12200000,20.960597343493,1.35320708093615,18,0.318953967759868,0.553086467678651
"122",12300000,21.5639060623727,1.44084717635419,18,0.33961093635118,0.588906965135886
"123",12400000,22.764016856532,1.51811623650985,18,0.357823428488506,0.620488584937032
"124",12500000,22.3810629323282,1.41971696318174,18,0.334630497343793,0.580270567108199
"125",12600000,22.5629142416775,1.33139441575064,18,0.313812673270393,0.54417113601355
"126",12700000,22.3605082009795,1.1933974261237,18,0.281286470887548,0.48776863219998
"127",12800000,22.4589654521474,1.12690911010666,18,0.265615024512438,0.460593347377844
"128",12900000,22.3119875539203,1.05375922821045,18,0.248373432001837,0.430695329285082
"129",1.3e+07,22.053854776717,1.05044325258906,18,0.247591849052459,0.429340014737012
"130",13100000,21.7293226688104,1.07060078467073,18,0.252343024928104,0.437578855911607
"131",13200000,21.4593858042715,1.06825537141138,18,0.251790205721314,0.436620232244073
"132",13300000,21.1349272905975,1.18607871868968,18,0.279561435002175,0.484777310251047
"133",13400000,20.4356152458895,1.1308926945003,18,0.266553964358495,0.462221528793695
"134",13500000,20.1364295852661,1.44167536739622,18,0.339806142851824,0.589245465624429
"135",13600000,19.8812652394007,1.26173387173545,18,0.297393525585631,0.515699289561724
"136",13700000,19.2466400292249,1.09279901040752,18,0.257575196911034,0.446651774930771
"137",13800000,19.7193567905908,1.73561151390039,18,0.409087556994805,0.70938384450477
"138",13900000,22.1734133355234,1.96287297970154,18,0.462653598184934,0.802270767083147
"139",1.4e+07,22.5317946221737,1.8231494421751,18,0.429720444559494,0.745162583930128
"140",14100000,22.6327773762447,1.80246242348538,19,0.413513239658009,0.715019310691163
"141",14200000,22.4313856112675,1.63513959740263,19,0.375126750718938,0.648643973147514
"142",14300000,23.1243510843995,1.21654375980731,19,0.279094279441846,0.482591076090811
"143",14400000,23.2475811825826,1.13553249477391,19,0.260509020622426,0.450454695255533
"144",14500000,23.2489748232896,1.0194919872998,19,0.233887502441542,0.404422554676455
"145",14600000,23.1492502567018,1.04117695688936,19,0.238862375653891,0.413024771181087
"146",14700000,22.9408885267522,0.926597638961751,19,0.21257607734514,0.367572270281986
"147",14800000,22.635020023925,1.34132477631126,19,0.307721007916215,0.532090491582355
"148",14900000,22.3492662998388,1.31635075990565,19,0.301991575614827,0.522183542198634
"149",1.5e+07,21.6654081427994,1.40968120429705,19,0.323403048007345,0.55920682165552
"150",15100000,22.1900074844251,1.46208109063906,20,0.326931270728597,0.563864326806886
"151",15200000,19.2981845433701,1.43429263875816,20,0.320717583989079,0.553147467931445
"152",15300000,19.9777845860759,1.31892183791215,20,0.294919888658052,0.508653712168709
"153",15400000,19.2198632024244,0.979817843174746,20,0.219093930290596,0.377875298485406
"154",15500000,18.203838345527,1.00815006755611,20,0.225429208257647,0.388801867969154
"155",15600000,17.5017541853832,1.68423903019791,20,0.376607296188084,0.649541474152661
"156",15700000,19.8073421080361,1.68494268660762,20,0.376764638544577,0.649812845385288
"157",15800000,21.0064348227929,2.29465233973286,20,0.513099861637162,0.884952691805745
"158",15900000,21.6431521323533,2.11946310997254,20,0.473926358970171,0.81738943711688
"159",1.6e+07,23.0293129777504,2.02145616090147,20,0.452011338931145,0.779592202261597
"160",16100000,23.0293128005167,1.85546822014042,20,0.414895307032452,0.715577504941092
"161",16200000,23.0292691280006,1.53113485094657,20,0.342372160943553,0.590495511847557
"162",16300000,22.8051723688948,1.46075610649398,20,0.326634995266846,0.563353335113074
"163",16400000,22.79356379105,1.2863079266322,20,0.287627196394641,0.496075872781997
"164",16500000,22.7528642106335,1.27818328679806,20,0.285810471698457,0.492942534556124
"165",16600000,23.0286941432908,1.26967149593887,19,0.29128261801535,0.503666332236187
"166",16700000,22.5851188799379,1.30902167491482,19,0.300310168203055,0.519276165473404
"167",16800000,22.4100295429451,1.43963086153038,19,0.330273970600702,0.571087559357117
"168",16900000,23.0284050295756,1.5396951084057,19,0.353230283231808,0.610782072759105
"169",1.7e+07,21.7449511941495,1.63946454347096,19,0.376118961395156,0.650359637183704
"170",17100000,21.3691833705258,1.73481188421353,19,0.397993141544218,0.688182999804576
"171",17200000,20.8867040638176,1.63924864204958,19,0.376069430212126,0.650273991189932
"172",17300000,20.6432462792203,1.57059196277783,19,0.360318507751881,0.623038554352195
"173",17400000,19.9623948615431,1.35744748239499,19,0.311419810364393,0.538486212258834
"174",17500000,19.9237611712412,1.02205659516256,19,0.234475863836466,0.405439909669451
"175",17600000,19.6556239703664,0.947680013742305,19,0.217412705827155,0.375935443287377
"176",17700000,19.320897185436,0.915524601383904,19,0.210035748303042,0.363179703983233
"177",17800000,21.434891763129,1.09907835403927,19,0.252145867173169,0.435993692218636
"178",17900000,21.4925518152093,1.44885826719729,18,0.34149916857113,0.592181279909345
"179",1.8e+07,21.6043842727767,1.50874752764244,18,0.35561520263147,0.616659380843154
"180",18100000,21.7200844365325,1.40422797398412,18,0.330979707578673,0.573939865441092
"181",18200000,21.8402499874435,1.16942590910822,18,0.27563633014189,0.477970928760668
"182",18300000,21.9656909482506,1.14934224431758,18,0.270902564953708,0.469762278825568
"183",18400000,22.0973680553843,1.12322845356695,18,0.264747485446291,0.459088979455919
"184",18500000,22.2369696709896,1.17665556307334,18,0.277340375923345,0.4809258525343
"185",18600000,22.3866117253487,1.27489781198243,18,0.300496296057555,0.521079690916775
"186",18700000,22.5508631655188,1.35829802839529,18,0.320153915583543,0.555167253529526
"187",18800000,22.7384413494053,1.47994548789845,17,0.35893950392715,0.62441357528572
"188",18900000,18.4384244465432,1.74112383689103,17,0.422284558046023,0.734609057494501
"189",1.9e+07,18.5908944198938,1.47089157554352,17,0.356743607635124,0.620593579326348
"190",19100000,18.3361439210792,1.24966694633627,17,0.303088753916913,0.527255234911574
"191",19200000,18.6141506757285,1.26985326623195,17,0.307984655629994,0.535772178461852
"192",19300000,17.8740623939637,1.34178729870169,17,0.325431221156427,0.566122341198544
"193",19400000,19.8730660057976,1.55878565150945,17,0.378061052286512,0.657677549424636
"194",19500000,20.6789988485664,1.81984708747359,17,0.441377750830957,0.76782370408542
"195",19600000,21.0018964789733,1.95965539466495,17,0.475286246000886,0.826811150354113
"196",19700000,22.401231536374,1.8903408152058,18,0.445557603061909,0.7726252241214
"197",19800000,22.4497984146543,1.91159337477938,18,0.450566879392593,0.781311627901929
"198",19900000,22.5821895433829,1.75787447306947,18,0.414334986794051,0.718483221547921
"199",2e+07,22.7144408919479,1.50945490591189,18,0.355781933288534,0.616948502407675
"200",20100000,22.8529944356609,1.28688393818332,18,0.303321453096492,0.525978692920975
"201",20200000,22.9979359141205,1.0503764455315,18,0.247576102477982,0.429312709175282
"202",20300000,22.9308069298127,0.711177513949287,18,0.16762614758031,0.290674402036517
"203",20400000,22.4790046596094,0.862310142531283,18,0.203248449756603,0.352445739824358
"204",20500000,23.4991461481911,1.12463580276714,18,0.26507920083394,0.459664195037398
"205",20600000,22.9128553133112,1.24627151932184,19,0.285914295207199,0.494383789125775
"206",20700000,23.7747355856052,1.43996594094807,19,0.330350843091215,0.571220482102768
"207",20800000,23.0955785570228,1.67135032279362,19,0.383434060858499,0.663008415685311
"208",20900000,21.6668856570438,1.7015164051764,19,0.390354634786344,0.674975007138508
"209",2.1e+07,20.9753414201548,1.79439585014847,19,0.411662640816101,0.711819379512656
"210",21100000,19.5252843605411,1.24830179452329,19,0.2863800722825,0.495189179549532
"211",21200000,18.0086275272356,1.17212161702247,19,0.26890314095476,0.464969244146032
"212",21300000,19.6155152821097,0.968661396322195,19,0.222226165109339,0.384258553669124
"213",21400000,20.8569248543901,1.01668164437301,19,0.233242765556564,0.40330771897384
"214",21500000,22.4816901718883,1.18022852209136,18,0.278182530440194,0.482386202033115
"215",21600000,22.2261349396403,1.0597941255797,18,0.249795870953024,0.43316192890297
"216",21700000,22.9004045072153,1.17708372167772,18,0.277441293874206,0.481100850680142
"217",21800000,24.4366777782089,1.28795790844256,18,0.303574590314193,0.526417648957671
"218",21900000,23.6630375537369,1.25141530267083,18,0.294961415533054,0.511481856032263
"219",2.2e+07,23.822720416307,1.24756877535385,18,0.294054780349767,0.509909692956445
"220",22100000,23.5886543439766,1.39325431591768,18,0.328393191567605,0.569454682158365
"221",22200000,23.3682636935587,1.72945265012296,18,0.407635898880996,0.706866577000363
"222",22300000,22.979493251231,2.00237421314191,18,0.471964128195241,0.818415818332342
"223",22400000,22.6600020492608,2.11077159131406,17,0.511937307208291,0.890569582948304
"224",22500000,22.0188689443337,2.30561249152167,17,0.559193166722786,0.972776194006178
"225",22600000,20.7526101586927,2.24259680111888,17,0.543909616863848,0.946188827873265
"226",22700000,19.7816613514383,1.23380873746057,17,0.299242573315288,0.520564393267287
"227",22800000,20.1786774798405,1.10026085211289,17,0.266852453470207,0.464218322926407
"228",22900000,19.5532877471394,0.950225171781879,17,0.230463455963375,0.400915778108393
"229",2.3e+07,18.9616137241613,1.1991278080878,17,0.290831212433023,0.505931933301055
"230",23100000,22.4625405530867,1.38227206525792,18,0.325804650262869,0.564965986887597
"231",23200000,22.6180084502148,1.47000915682512,18,0.346484481065787,0.600826128873945
"232",23300000,22.5895222222845,1.41189443189991,18,0.332786709038652,0.577073320909947
"233",23400000,22.338299624771,1.4743015665709,18,0.347496211745411,0.602580534225179
"234",23500000,22.6452085303914,1.15356620287265,18,0.271898161532955,0.471488706620514
"235",23600000,22.3442251398739,1.09873198604438,18,0.258973612679515,0.449076716821813
"236",23700000,22.8108258635023,1.17876777822147,18,0.277838229808201,0.481789162837442
"237",23800000,22.6878469480358,0.864136367657111,19,0.198246478950298,0.34279449152154
"238",23900000,22.7821449690503,0.956639818808508,19,0.219468226081755,0.379489710804353
"239",2.4e+07,22.8118798314198,1.3723398797124,19,0.314836360624059,0.544393881415035
"240",24100000,22.6004429416864,1.11176644599128,19,0.255056715099756,0.441026934877845
"241",24200000,22.3002252182089,1.00477451692386,19,0.230511083174526,0.398584277336404
"242",24300000,22.5146016695506,1.14141365516121,19,0.261858251348689,0.452787694374628
"243",24400000,22.6418850225353,1.34175675444572,19,0.307820110496949,0.532261853106408
"244",24500000,22.6268839245445,1.43298302105671,20,0.320424744568583,0.552642402440668
"245",24600000,21.5718184408047,1.40869977191837,20,0.314994844989792,0.5432773555799
"246",24700000,22.4719920711615,1.38471202900818,20,0.309631022612396,0.534026273273817
"247",24800000,19.3934785790829,0.965931976576131,20,0.215988956126496,0.372520092900786
"248",24900000,19.3931001105657,0.992472539269897,20,0.221923606360932,0.382755692425471
"249",2.5e+07,20.4287185622719,0.975017247586622,20,0.218020484483843,0.376023906919712
"250",25100000,20.5213779729824,1.21475850208627,20,0.271628258691072,0.468482213057298
"251",25200000,23.0784133158743,1.38179119570898,20,0.3089779044316,0.532899828432615
"252",25300000,23.0196537896284,1.44214578112894,20,0.322473600006884,0.556176100792214
"253",25400000,23.1172277286929,1.43520857886198,20,0.320922394422625,0.553500708222521
"254",25500000,23.1987968167862,1.38668684873647,20,0.310072605727972,0.534787879729018
"255",25600000,23.168163514298,1.30200025875976,20,0.291136108530915,0.502127757556235
"256",25700000,22.9233081068487,1.20280612181834,20,0.26895562521387,0.463872673342527
"257",25800000,22.8033480936641,1.14470471272002,20,0.255963755180634,0.44146535808655
"258",25900000,22.7995863199079,1.01550524331938,20,0.227073875556959,0.391638455663812
"259",2.6e+07,22.7518073412224,0.950694651434954,20,0.212581786645402,0.36664368554002
"260",26100000,22.5008730597495,1.05294098460482,20,0.235444761787194,0.406075875854512
"261",26200000,22.089914872225,1.14473306737537,20,0.255970095474318,0.441476293306733
"262",26300000,21.7025130863757,1.24773976871333,20,0.279003094107288,0.481201726238184
"263",26400000,21.3247663301794,1.56142992549193,20,0.349146345550238,0.60217907161962
"264",26500000,20.9499225789312,1.52725843245957,20,0.341505367418937,0.589000537242806
"265",26600000,20.5484598276152,1.48083980610742,20,0.331125847024381,0.571098789065547
"266",26700000,20.073295336178,1.45793921614098,20,0.326005119435399,0.562266976775803
"267",26800000,19.623653092643,1.07915157638524,20,0.241305628282345,0.416184219218023
"268",26900000,18.8680927281664,1.08119691355644,20,0.241762979577517,0.416973021340229
"269",27050000,20.5065663628991,1.30093093679181,19,0.29845402557901,0.516066648359304
"270",27200000,21.5026315560195,1.3549330229242,19,0.310842953799613,0.537488750645132
"271",27350000,21.9771235368727,1.32401782695158,18,0.312073994616445,0.541156156636135
"272",27500000,22.2209016124373,1.17644507467617,18,0.277290763332344,0.480839821145815
"273",27650000,22.6409799621701,0.918674571474014,18,0.216533673064307,0.375483162068035
"274",27800000,22.6590402171435,0.916247381674726,18,0.215961578942206,0.37449111447134
"275",27950000,22.5059355745678,1.00101875603493,17,0.242782709668025,0.422346434713228
"276",28100000,22.5497263729929,1.17647198111931,17,0.285336367278506,0.496373063711516
"277",28250000,22.5474553459593,1.36878972901695,16,0.342197432254237,0.59743691103632
"278",28400000,22.231379136192,1.54112326854576,16,0.385280817136439,0.672655489420884
"279",28550000,20.8592620458192,1.55919039761436,16,0.389797599403589,0.680541265850396
"280",28700000,19.998266939382,1.51982183167219,16,0.379955457918048,0.663358031691188
"281",28850000,19.1021816074921,1.43277044492207,15,0.369939738141425,0.648522989533643
"282",2.9e+07,17.9789058369476,0.776329888076939,15,0.200447515179004,0.351394587782245
"283",29150000,18.2434265435223,0.907265871670744,15,0.234255040770876,0.410660882546163
"284",29300000,17.9735110737625,1.26992691182063,15,0.327893718692128,0.574814200182595
"285",29450000,18.8612803218848,1.98052316477505,16,0.495130791193762,0.864440765966932
"286",29600000,20.1626066899453,2.20014490933384,16,0.550036227333459,0.960299270662058
"287",29750000,21.70009072345,2.03967911652062,16,0.509919779130156,0.890260618593729
"288",29900000,22.346415693977,1.66333914765874,16,0.415834786914684,0.725999166502159
"289",30050000,22.7815083396554,1.27710947151715,16,0.319277367879288,0.557421144784896
"290",30200000,23.1314508109801,1.1266063848232,16,0.2816515962058,0.491730924212856
"291",30350000,23.2312159301054,0.837910227953124,17,0.203223080860947,0.353528238359402
