"D","d18Oc","YEARMARKER","mean.day","se.day","mean.GR","se.GR","year","day_new","day_new_lower","day_new_upper"
5.6,-1.17,0,1335.871558,29.42173472,0.009813834922,0.001192970037,3,1287.53955530409,1238.10651483198,1311.99342265467
5.8,-1.06,0,1370.233973,34.94721694,0.01214499465,0.001167255068,3,1303.23697604514,1266.30029167919,1322.63007964635
6,-1.08,0,1343.289213,31.80322827,0.01319791476,0.001227482689,3,1317.60614630344,1289.54375589396,1332.2267123951
6.2,-1.42,0,1377.343144,29.57636926,0.006469450773,0.001400835884,3,1348.1034473,1348.1034473,1348.1034473
6.4,-0.35,1,1497.677801,25.40933494,0.000473411874,0.001084928713,4,1419.68351515535,1348.1034473,1581.46001187145
6.6,-0.95,0,1563.147387,27.35989717,0.005604979139,0.00068902057,4,1449.40400236597,1365.83752071981,1638.01209495943
6.8,-1.15,0,1592.546927,9.404643756,0.007452957953,0.000490650441,4,1471.4779193425,1380.26625589066,1680.53821986485
7,-1.46,0,1343.059372,21.77891659,4.31358e-07,0.000419490692,4,1532.32092808848,1392.72819125356,1694.91794695528
7.2,-1.29,0,1322.615657,27.99519567,2.62308e-07,0.000807265015,4,1591.42263654258,1428.32905653234,1701.57946620105
7.4,-1.29,0,1318.58582,37.50915702,4.97919e-07,0.001187764587,4,1644.21641403708,1514.78669416538,1704.42238306341
7.6,-1.33,0,1320.154802,45.57679976,3.53726449979543e-08,0.001230461815,4,1696.63815033531,1661.09520748984,1705.99350383687
7.8,-1.02,0,1692.124343,49.62995195,0.01015999673,0.001438585318,4,1713.1034473,1713.1034473,1713.1034473
8,-0.73,1,1798.903867,42.25600316,0.007012197816,0.001121579718,5,1739.68186928418,1730.08409032465,1756.06424099838
8.2,-0.93,0,1814.709934,22.07640562,0.01049152528,0.001090542389,5,1757.19367426197,1743.75803256213,1780.39521218693
8.4,-1,0,1863.98981,17.08779732,0.01026176374,0.001096223367,5,1775.06867328614,1757.79178344807,1806.23383117025
8.6,-0.98,0,1946.260609,21.73305498,0.009302266653,0.001065286566,5,1794.90938224194,1772.96113394289,1834.29852463966
8.8,-1.12,0,1914.012801,16.89225567,0.001063437453,0.001175854402,5,1890.85412554677,1814.0782926152,1937.85620528841
9,-1.47,0,1947.499874,6.878330078,0.005455293962,0.000884613362,5,1925.11986859276,1858.32688760218,1966.28023812725
9.2,-1.7,0,1969.068934,8.924605641,0.004420350472,0.000802283738,5,1967.47134513182,1913.01704416023,1999.60438554848
9.4,-1.73,0,2000.146179,7.911827213,0.009372885625,0.000674167166,5,1986.9582929239,1937.36947173236,2015.81778406887
9.6,-1.53,0,2028.172646,7.389635531,0.009018267216,0.00056850969,5,2007.18409025608,1961.43069488028,2032.64368101367
9.8,-1.66,0,2055.054931,11.98096099,0.009035558256,0.001049118935,5,2027.52228671815,1984.49786653532,2049.61283561775
10,-0.79,0,2108.359087,15.70939211,0.003844151125,0.000988744199,5,2078.1034473,2078.1034473,2078.1034473
10.2,-0.55,1,2200.215333,9.169609458,0.004258104272,0.000382274521,6,2123.88365423602,2102.68144249093,2159.56315140091
10.4,-0.57,0,2250.170905,5.082552375,0.004532390324,0.00065610934,6,2167.25158609944,2126.67240527383,2233.12782455814
10.6,-1.4,0,2292.154423,11.46672733,0.009344005137,0.000794720349,6,2188.01740625156,2138.94055842713,2265.08261109969
10.8,-1.45,0,2322.14264,11.94659743,0.009678989657,0.000590463508,6,2208.04638194548,2151.26777609812,2296.04823404767
11,-1.38,0,2344.487398,14.49306949,0.009494580827,0.000642067087,6,2228.47247867629,2163.54921536376,2328.20899581369
11.2,-1.73,0,2366.178258,4.97797528,0.00893958305,0.000517112811,6,2250.15720027173,2176.55345525225,2361.77285310845
11.4,-1.58,0,2390.233963,9.518432334,0.00742273252,0.000440510822,6,2276.25307426777,2192.31313021946,2402.835471704
11.6,-1.64,0,2413.968952,8.952097703,0.006975649597,0.000509678119,6,2303.96419248576,2209.06721526699,2443.1034473
11.8,-1.14,0,2443.787287,4.919583993,4.71204e-07,0.000537784429,6,2372.57768480587,2270.46257489108,2443.1034473
12,-1.03,0,2474.47106,5.735891931,2.4531e-07,0.000331114242,6,2443.1034473,2443.1034473,2443.1034473
12.2,-0.64,1,2525.894415,7.794290671,0.000911340347,0.000350857844,7,2619.5532635103,2551.22675752812,2670.77464488026
12.4,-1.43,0,2693.039302,14.90522178,0.006816707365,0.001033813792,7,2648.5950771427,2575.2627219143,2703.57225015545
12.6,-1.43,0,2710.576224,27.47966163,0.01150267352,0.001369340748,7,2665.64174273014,2589.6124920107,2723.13797129671
12.8,-1.57,0,2736.790142,9.357350264,0.009383381751,0.001033659023,7,2686.50022848596,2606.68806426124,2746.3201920371
13,-1.36,0,2753.441114,9.36555999,0.009598921478,0.000935807094,7,2706.88951777335,2622.9231577579,2768.77002811843
13.2,-1.24,0,2771.153825,9.766507946,0.01322504295,0.001014793391,7,2721.68684890689,2635.06892543583,2785.29723391913
13.4,-1.54,0,2789.048363,9.408715181,0.008627375989,0.0008116367,7,2744.34712282656,2653.02526488813,2808.1034473
