"D","d18Oc","YEARMARKER","mean.day","se.day","mean.GR","se.GR","year","day_new","day_new_lower","day_new_upper"
8.8,-1.12,0,1914.012801,16.89225567,0.001063437453,0.001175854402,5,1966.14936604792,1879.47768061633,2029.50521059383
9,-1.47,0,1947.499874,6.878330078,0.005455293962,0.000884613362,5,2000.37914169516,1920.78975378102,2058.90483563671
9.2,-1.7,0,1969.068934,8.924605641,0.004420350472,0.000802283738,5,2042.91754121552,1978.02883394736,2093.8684781315
9.4,-1.73,0,2000.146179,7.911827213,0.009372885625,0.000674167166,5,2062.48561709872,2002.70403321931,2110.90480735516
9.6,-1.53,0,2028.172646,7.389635531,0.009018267216,0.00056850969,5,2082.76018015547,2026.36818007892,2128.70021470746
9.8,-1.66,0,2055.054931,11.98096099,0.009035558256,0.001049118935,5,2103.12966754345,2050.08427454723,2146.54004132599
10,-0.79,0,2108.359087,15.70939211,0.003844151125,0.000988744199,5,2154.15366393605,2119.36452003183,2187.19770650437
10.2,-0.55,1,2200.215333,9.169609458,0.004258104272,0.000382274521,6,2199.72097522067,2155.62040235028,2250.49068762071
10.4,-0.57,0,2250.170905,5.082552375,0.004532390324,0.00065610934,6,2243.11004910161,2182.84896962576,2323.44869551995
10.6,-1.4,0,2292.154423,11.46672733,0.009344005137,0.000794720349,6,2263.78662755592,2195.92461387801,2354.74703527986
10.8,-1.45,0,2322.14264,11.94659743,0.009678989657,0.000590463508,6,2283.76100767441,2208.48447212597,2386.72292498291
11,-1.38,0,2344.487398,14.49306949,0.009494580827,0.000642067087,6,2304.1030274657,2221.45101024045,2419.24074103812
11.2,-1.73,0,2366.178258,4.97797528,0.00893958305,0.000517112811,6,2325.69360685512,2234.78454585784,2454.3053572572
11.4,-1.58,0,2390.233963,9.518432334,0.00742273252,0.000440510822,6,2351.71765442279,2250.24401347197,2496.26997323276
11.6,-1.64,0,2413.968952,8.952097703,0.006975649597,0.000509678119,6,2379.39698351034,2266.61715180104,2540.19546377366
11.8,-1.14,0,2443.787287,4.919583993,4.71204e-07,0.000537784429,6,2450.69942179599,2330.75408899102,2546.75474552605
12,-1.03,0,2474.47106,5.735891931,2.4531e-07,0.000331114242,6,2519.15366393605,2484.36452003183,2552.19770650437
12.2,-0.64,1,2525.894415,7.794290671,0.000911340347,0.000350857844,7,2696.22027063314,2616.14959118063,2765.25477016817
12.4,-1.43,0,2693.039302,14.90522178,0.006816707365,0.001033813792,7,2725.28045795485,2638.07213374379,2798.83253799844
12.6,-1.43,0,2710.576224,27.47966163,0.01150267352,0.001369340748,7,2742.33704735897,2652.88080118771,2819.13843137537
12.8,-1.57,0,2736.790142,9.357350264,0.009383381751,0.001033659023,7,2763.28563333804,2669.94480531973,2842.6489917025
13,-1.36,0,2753.441114,9.36555999,0.009598921478,0.000935807094,7,2783.65838370424,2685.44286724767,2866.53184805382
