"","parameter","means","stdev","N","se.pars","CL95"
"1","G_amp",10.0279049796448,4.50260631888824,93,0.466898525307508,0.775706925174617
"2","G_av",4.40629546529078,2.18298983309756,93,0.22636550070098,0.376084474455603
"3","G_pha",166.846774870666,105.336068472633,93,10.9228414718937,18.1472489482635
"4","G_skw",38.9549452280313,34.3319634766203,93,3.56005877105045,5.91469472068616
"5","T_amp",4.6823034944897,0.90827170777124,93,0.0941833886649085,0.156476627926088
"6","T_av",20.0408390866471,0.781321323256935,93,0.0810192470280297,0.134605674649932
"7","T_pha",165.746997740934,109.699783770382,93,11.3753376692259,18.8990277928306
