"","D","mean.SST","sd.SST","N","se.SST","CL95.SST"
"77",15200,20.6147427298129,1.53712643377779,10,0.486082058238978,0.881004833054429
"78",15400,20.8781982191006,1.01826296642518,10,0.322003023090315,0.583617960779026
"79",15600,21.2572412087587,1.42342848123523,10,0.450127608705757,0.81583879108337
"80",15800,22.536706571542,1.28252482739722,10,0.405569961028955,0.735079786945227
"81",16000,19.0404984777907,1.65103600339046,10,0.522103426965532,0.946292163461772
"82",16200,17.5596514520262,0.639520817474861,10,0.202234239431337,0.366541696670687
"83",16400,16.5755947365978,0.954353705028915,10,0.301793140131186,0.546988333619031
"84",16600,20.3027952368969,1.72064656846748,10,0.54411622045101,0.986189495858683
"85",16800,21.0085207603614,1.23093361888044,10,0.389255388413582,0.705510258344575
"86",17000,20.9148348541432,1.01544381980577,10,0.321111530652782,0.582002165394716
"87",17200,20.9497522260649,1.25653721861291,10,0.397351957558971,0.72018497514875
"88",17400,21.1971470843436,1.44649591257366,10,0.457422170985655,0.829059901623614
"89",17600,22.4626475826713,1.08005113156561,10,0.341542156518951,0.619031880491858
"90",17800,19.3097871468751,1.06990599051026,10,0.338333981227092,0.613217187500199
"91",18000,19.0715899000415,0.154059412262339,10,0.0487178637735865,0.0882992340760608
"92",18200,19.0268806884578,0.261704813476703,10,0.0827583285215911,0.14999625303426
"93",18400,19.0880014925956,0.165580145097176,10,0.0523610393808239,0.0949023482277545
"94",18600,18.9334914119955,0.609475918334694,9,0.203158639444898,0.372412729347288
"95",18800,19.2705212205883,0.739054244260985,8,0.261295133890821,0.485890853443048
"96",19000,19.9712125609162,0.894822492500018,7,0.338211111814572,0.640767536447593
"97",19200,21.1625269024423,0.412040093847759,6,0.168214663915917,0.32687141781492
"98",19400,21.9172519824629,0.163891190223104,5,0.073294368450442,0.147691697920534
"99",19600,21.0599019019099,1.6820621213765,4,0.841031060688252,1.79294936392914
"100",19800,18.3630993679586,0.559886600322937,3,0.323250679412112,0.760726329203312
"101",20000,18.733416802999,0.466531072422264,2,0.329887284944016,0.963266115178565
"102",20200,19.7390690351573,NA,1,NA,NA
"103",20400,20.8682076416926,NA,1,NA,NA
