"","Depth","Yearmarker","YEsin","YEweight","YEcount","YE18O","YEcombined","peakid"
"52",10200,0,0.192923097761013,0,0.214285714285714,0.904508497187474,0.32126180714083,0
"53",10400,0,0.388855586064814,0,0.714285714285714,1,0.567140580215894,0
"54",10600,0,0.804880118274054,0.0909090909090909,0.714285714285714,0.904508497187474,0.694966985363781,1
"55",10800,1,0.959763312719587,0.136363636363636,0.714285714285714,0.92062676641559,0.762215310593465,0
"56",11000,0,0.76304291663932,0,0.714285714285714,0.707707506500943,0.592583582054757,0
"57",11200,0,0.109352385044067,0,0.714285714285714,0.428842580863357,0.302858233540319,0
"58",11400,0,0.0572225694523585,0,0.714285714285714,0.172569633027358,0.207043987402034,0
"59",11600,0,0.0574981788264794,0,0.714285714285714,0.0202535131927514,0.159808201540905,0
"60",11800,0,0.075394273191581,0,0.571428571428572,0,0.114693094265314,0
"61",12000,0,0.237628398302414,0,0.0714285714285714,0,0.00975634754472215,0
"62",12200,0,0.533100744419102,0,0.214285714285714,0,0.145936092108043,0
"63",12400,0,0.748750033136575,0,0.571428571428572,0,0.32389055347396,0
"64",12600,0,0.851825287711821,0,0.642857142857143,0,0.378105218579325,0
"65",12800,0,0.932193581559927,0.136363636363636,0.642857142857143,0,0.445439266681009,1
"66",13000,1,0.940889496817121,0.477272727272727,0.642857142857143,0.853553390593274,0.819235251805143,0
"67",13200,0,0.626686449472129,0,0.642857142857143,0.5,0.463498795193403,0
"68",13400,0,0.232649692787382,0,0.571428571428572,0.146446609406726,0.209046921177004,0
"69",13600,0,0.12389799838374,0,0.571428571428572,0,0.1297621805878,0
"70",13800,0,0.0609210513238718,0,0.428571428571429,0,0.0658138620456364,0
"71",14000,0,0.0733076659059298,0,0.357142857142857,0,0.0474707689977561,0
"72",14200,0,0.258553475731359,0,0.642857142857143,0,0.193788156085405,0
"73",14400,0,0.542500104630681,0.159090909090909,0.642857142857143,0,0.331430592364827,0
"74",14600,1,0.899108128163558,0.181818181818182,0.714285714285714,0.883022221559489,0.745809851586366,1
"75",14800,0,0.284513045347388,0,0.714285714285714,0.586824088833465,0.406358491953129,0
"76",15000,0,0.262282054666324,0,0.857142857142857,0.25,0.339190344407214,0
"77",15200,0,0.227646057277356,0,0.857142857142857,0.0301536896070459,0.260128048710984,0
"78",15400,0,0.20937161179944,0,0.857142857142857,0,0.24508244664349,0
"79",15600,0,0.0986745259002164,0,0.785714285714286,0,0.188499838999662,0
"80",15800,0,0.0901881281178985,0,0.714285714285714,0,0.163671940426371,0
"81",16000,0,0.559245039743182,0.159090909090909,0.928571428571429,0,0.425398304939766,0
"82",16200,0,0.793677583552161,0,0.857142857142857,0,0.426614011326465,0
