"D","d18Oc","YEARMARKER","mean.day","se.day","mean.GR","se.GR","year","day_new","day_new_lower","day_new_upper"
0,-0.24,1,8.69904446353951,0,0,0,1,8.69904446353951,8.69904446353951,8.69904446353951
0.2,-0.67,0,60.1226851820597,9.99692369147164,0.0109567219522835,0.0011632319712669,1,41.3091773647645,33.1692848731727,49.1298530379443
0.4,-0.85,0,70.2563147505195,12.3339681996792,0.0101293730122817,0.000507827741616054,1,75.7135034775557,59.5171457093824,87.6000135547365
0.6,-0.96,0,99.8073286528073,16.5430246045146,0.00734335171342681,0.00137403850589719,1,121.090778651734,92.3869928948459,144.655869642618
0.8,-1.33,0,121.309346958264,8.71927429210972,0.00379429329401337,0.000981589854156139,1,202.646342050047,151.448905685293,245.165737327184
1,-1.5,0,164.716132751573,12.664531833544,0.00632994956550303,0.000713438067923241,1,252.959510001233,188.294846766443,292.435200607998
1.2,-1.49,0,228.949042827319,22.871426337551,0.0034943853864364,0.00141894143074086,1,343.822829484132,325.192766167934,370.48180459351
1.4,-0.86,0,297.697105269727,21.2022989478901,0.0116934227086435,0.00153965600715108,1,375.133595019848,360.840829802242,394.353797789277
1.6,-0.92,0,301.630292111416,14.9486776390199,0.00935467563820352,0.00102442402736873,1,412.031307700629,404.839606969592,422.267068839895
1.8,-1.09,0,324.128459136164,14.6579038995058,0.0130492609163294,0.000937982820292161,1,440.691742461584,438.313638648829,444.302116699527
2,-0.49,1,353.285139588205,5.70264346057258,0.00569816219403467,0.000926329155644546,2,417.042536785227,406.572984462815,432.915652124463
2.2,-0.8,0,415.31320787588,9.90961793354605,0.00463549144052723,0.000661923923424152,2,479.244033332751,464.502648964369,497.482907413379
2.4,-1.23,0,468.872351128048,7.73639105656521,0.0047315063576004,0.000445540566555046,2,539.65175861153,525.64240520233,556.293186506469
2.6,-1.56,0,518.662113009715,9.80440473782181,0.00610594355875491,0.000522450317126211,2,588.356047499432,575.880961924057,602.12947890133
2.8,-1.59,0,524.726773638152,9.19453909635486,0.00726175936639942,0.00055867963205978,2,630.644430961258,619.209933134627,642.642007925066
3,-1.64,0,580.504105679228,6.34400993309969,0.00716611584419987,0.00049878916169912,2,673.285914599579,663.690868428681,683.221880355416
3.2,-1.38,0,613.368314048311,7.84690946394783,0.00706854283151239,0.000385149266692823,2,716.362945779522,708.215763878094,724.230131545021
3.4,-1.08,0,650.882760832343,9.7094131094503,0.00758799303286292,0.000529010745694218,2,757.121988835915,750.401638934293,762.649803026542
3.6,-0.85,0,681.398025339679,11.657171658073,0.00763867636078689,0.00071460964730792,2,797.746052544335,796.995805408164,798.567551413503
3.8,-0.55,1,729.657138788359,5.87722111900798,0.00566704773141146,0.000910394331944513,3,776.948345932843,767.573799740969,791.250824506904
4,-1.09,0,764.465354010386,14.0472936575977,0.00656454939989119,0.00100057184225865,3,818.485780187023,805.566732549131,834.76108012388
4.2,-0.89,0,786.326487077148,8.52314890986766,0.00720060297090302,0.000797237088459432,3,856.755322944229,842.713476998609,872.83803115294
4.4,-1.15,0,813.100008592873,12.194818422032,0.00767565102905826,0.00081862661767449,3,893.298664308876,877.953229811343,909.710430049806
4.6,-1.73,0,882.462937404399,13.2859500792443,0.00387221161312813,0.00069399648973971,3,958.128250998022,941.397244299684,976.427617195894
4.8,-1.82,0,943.062279285291,7.13382397650003,0.00345758027413894,0.00031503534870915,3,1028.26705445346,1013.21450422154,1042.94499978768
5,-1.27,0,996.722587228181,21.8673317260287,0.00400218153250823,0.000390344086280892,3,1090.18061524223,1077.17425859691,1100.74229739779
5.2,-0.94,0,1020.69838039201,12.4530506751368,0.00376917309811331,0.000408030584047446,3,1155.40873653224,1154.57802645655,1156.29424490492
5.4,-0.49,1,1111.64366681313,9.33309168502947,0.00507818699867573,0.00041237118885573,4,1140.74587770154,1132.06168024335,1155.51957151801
5.6,-1.08,0,1198.46920853752,20.9454983603702,0.00152516200220986,0.000785174278496422,4,1268.11759286067,1172.9496556924,1306.04173280495
5.8,-1.61,0,1234.71788571427,7.68359399042505,0.00466450733963543,0.000654164304580884,4,1317.46342966038,1242.77223303892,1349.2716097699
6,-1.71,0,1262.07196322821,6.47331392977875,0.00786218716607065,0.000735305411826757,4,1350.12892130396,1288.23952023242,1378.16378710271
6.2,-1.53,0,1282.54027830761,10.6030819521104,0.0101702207782376,0.000694575743547008,4,1377.28914439575,1323.8874658991,1402.45767802164
6.4,-1.56,0,1304.17919306627,11.1590644245942,0.010443167129079,0.000514633856255537,4,1403.95330077655,1359.683357461,1426.42782231574
6.6,-1.52,0,1324.05429815187,5.52367756468397,0.00909336761085798,0.000421975867085784,4,1433.26038888113,1399.34079250989,1452.8410988541
6.8,-1.24,0,1344.25490530828,4.87077590746637,0.00711893894197856,0.000458532299814964,4,1468.37346625112,1443.42537511985,1483.85499162095
7,-0.9,0,1373.44515925549,4.12569230156119,0.00357166929811577,0.00045420553963734,4,1530.15103152207,1526.94527412951,1531.65337802366
7.2,-0.4,1,1438.70511314061,8.36989262316039,0.00119452343305936,0.000461464993696522,5,1628.77039282212,1557.59069349594,1689.34147861712
7.4,-1.12,0,1567.30604332835,11.3658797507884,1.24802299359131e-07,0.00120597804221095,5,1703.47883059526,1631.42137667998,1752.19607554113
7.6,-1.54,0,1590.95163749547,9.40871518080157,0.00862737598860119,0.0008116366995008,5,1735.85234518548,1676.15445541731,1776.62396944424
7.8,-1.24,0,1608.84617483904,9.76650794612781,0.0132250429495243,0.0010147933905808,5,1759.88255898196,1707.65252333398,1795.7248533244
8,-1.36,0,1626.55888572303,9.36555998975506,0.00959892147763399,0.000935807093807077,5,1789.75025906004,1747.66443935304,1818.48692034207
8.2,-1.57,0,1643.20985812296,9.35735026405946,0.00938338175133472,0.00103365902329501,5,1820.24063692991,1787.84538703,1841.78550922493
8.4,-1.43,0,1669.4237764174,27.4796616320274,0.0115026735173557,0.00136934074794491,5,1846.77775161633,1822.838136974,1862.58023686678
8.6,-1.43,0,1686.96069803411,14.9052217775182,0.00681670736467063,0.00103381379204063,5,1885.8044897116,1881.36850104725,1888.74932248071
8.8,-0.64,1,1854.10558529384,7.79429067130914,0.000911340346530146,0.000350857843993124,6,1957.24525396381,1903.57993755296,2021.72451885254
9,-1.03,0,1905.52893967859,5.73589193055943,2.45309678741591e-07,0.000331114241747505,6,2019.94413918295,1938.86762605137,2090.74363534259
9.2,-1.14,0,1936.21271274012,4.9195839932032,4.71204147111998e-07,0.00053778442922367,6,2083.7049435583,2005.07485598199,2128.95286833894
9.4,-1.64,0,1966.03104831281,8.95209770298172,0.00697564959734804,0.00050967811933311,6,2111.92401527878,2045.43027744914,2150.91937857644
