"","D","mean.day","sd.day","N","se.day","CL95.day"
"345",38450000,3082.04764936713,77.5217683116032,19,17.7847133681501,30.7521314283711
"346",38600000,3085.33395881107,85.270726215279,19,19.562446232354,33.8260676539859
"347",38750000,3088.73638467033,92.7553086530384,19,21.2795272050273,36.7951287038743
"348",38900000,3096.36732989632,100.545910609854,19,23.0668138702435,39.8855847202943
"349",39050000,3102.54610831516,108.255437459303,19,24.8355006302046,42.9438790302465
"350",39200000,3112.21323918418,115.656351872515,19,26.5333868416249,45.879749788643
"351",39350000,3121.76470114222,121.595447434998,20,27.1895686219157,46.8943450193646
"352",39500000,3126.60928123771,128.969462276755,20,28.838448467242,49.7381981689832
"353",39650000,3138.60869902384,136.205332204238,20,30.4564381706618,52.5287745273295
"354",39800000,3140.31881906783,139.191369785691,20,31.1241364722114,53.6803659687793
"355",39950000,3146.80789285862,135.863150429438,20,30.3799239997503,52.3968091409163
"356",40100000,3156.73819284512,136.99208282357,21,29.8941232927939,51.4401004918583
"357",40250000,3080.00480050533,145.73134524912,21,31.801186701516,54.7216663176292
"358",40400000,3120.34892055023,146.419998396311,21,31.9514631384005,54.9802534298579
"359",40550000,3192.73743296679,136.68739434286,21,29.827634815354,51.3256909161848
"360",40700000,3360.85640546379,126.813821177227,21,27.6730445100589,47.618194939881
"361",40850000,3355.4993280798,82.9031690303863,21,18.0909546396888,31.129881801336
"362",4.1e+07,3194.07133178375,71.5205889453583,20,15.9924898672641,27.5825390237963
"363",41150000,3312.34928973882,64.7932982559276,20,14.4882219386673,24.9881006851046
"364",41300000,3370.4964065025,60.5953928117142,21,13.2229987773935,22.75338130009
"365",41450000,3378.98076657685,48.3092060058265,21,10.5419330135674,18.1399564150143
"366",41600000,3415.49877069838,44.0634060396581,21,9.61542350258609,16.5456717496055
"367",41750000,3446.43105720122,49.7538904095887,21,10.8571889962132,18.6824309097211
"368",41900000,3453.45563496688,61.7998470974331,20,13.8188659108954,23.8336501329974
"369",42050000,3460.27790716944,76.304617380683,20,17.0622311460319,29.4275413224925
"370",42200000,3466.61099062896,92.042626360922,20,20.5813569370636,35.4970417734178
"371",42350000,3466.31677300141,107.628017593157,20,24.0663563621842,41.5076838584918
"372",42500000,3450.07789316485,121.98642435868,20,27.2769937198146,47.0451286805999
"373",42650000,3446.44052373082,133.230907945804,20,29.7913366870835,51.3816618652082
"374",42800000,3450.53624374258,141.86052273234,20,31.7209772153166,54.7097480865312
"375",42950000,3459.60782399555,145.597258671495,19,33.4023019476629,57.7570162780481
"376",43100000,3421.2225154863,177.728387632527,19,40.7736884783478,70.503122594662
"377",43250000,3362.62121203549,198.707210588527,19,45.5865605425391,78.8252175985097
"378",43400000,3418.49227646319,164.429512608532,19,37.7227173050652,65.2275882319332
"379",43550000,3440.97893096052,142.296181814611,19,32.6449829779778,56.4475111987781
"380",43700000,3462.1966043311,127.461047788867,20,28.5011567339256,49.1564649633461
"381",43850000,3471.10142598701,110.050306236743,20,24.6079965690027,42.4418606042912
"382",4.4e+07,3414.78612443816,88.1838608565047,20,19.7185107393527,34.0088751953911
"383",44150000,3399.59203385527,69.7478807065946,20,15.5961002546492,26.8988786276149
"384",44300000,3403.55722105385,69.9919111786203,20,15.6506671270522,26.9929911079077
"385",44450000,3411.26864542586,62.7956923015467,21,13.7031434899521,23.5795869065478
"386",44600000,3419.07126519173,67.4559950375983,21,14.7201049208743,25.3295160712406
"387",44750000,3429.70552068735,74.4571123969345,21,16.2478739803232,27.9584138374229
"388",44900000,3440.39415216058,89.024425300939,21,19.4267222686426,33.4283944686642
"389",45050000,3450.47384245735,103.58707349486,21,22.604552633769,38.8966235157956
"390",45200000,3453.68045391271,117.218591763655,22,24.9910877342071,42.9133057124368
"391",45350000,3458.92492541804,130.111900934273,22,27.7399504855772,47.6334999218953
"392",45500000,3456.64658794867,141.088461591694,22,30.0801610808602,51.6519793804506
"393",45650000,3457.23122263353,149.624210872505,21,32.6506796248233,56.1834252363991
"394",45800000,3465.15346504983,156.378916368688,21,34.1246772073658,58.719796115321
"395",45950000,3468.89898571594,160.983470396432,22,34.3217912099316,58.9354706947873
"396",46100000,3474.11035126529,164.315871910835,22,35.0322615999867,60.1554509282342
"397",46250000,3461.60666937053,165.753746628765,22,35.3388175198791,60.6818517015103
"398",46400000,3471.99531145441,169.951216677507,22,36.233721141152,62.2185304203916
"399",46550000,3472.9812900911,173.717651453285,22,37.0367277334545,63.5974086729541
"400",46700000,3479.72177631386,178.225151448764,23,37.1625130245725,63.6917729723436
"401",46850000,3495.16406255622,183.521983080118,23,38.2669787685431,65.5846853643069
"402",4.7e+07,3527.80385920432,188.269504905841,23,39.256905500257,67.2812926043469
"403",47150000,3574.07490928505,192.131374891794,23,40.0621610575427,68.6613971765389
"404",47300000,3598.97902999653,192.104870579713,22,40.9568960229967,70.3289035979653
"405",47450000,3663.02425101238,187.758654201655,22,40.0302795777582,68.7377693818157
"406",47600000,3735.32038157917,178.937398500484,22,38.1495815431125,65.5083393317159
"407",47750000,3467.45802783993,165.915382926758,22,35.3732784944002,60.7410261700448
"408",47900000,3641.83280457411,153.22666761398,21,33.4368001346145,57.5361365243771
"409",48050000,3623.4592092173,145.079950184601,20,32.4408630785051,55.9513483675931
"410",48200000,3726.34884126302,135.597516302576,20,30.3205264032695,52.2943650226803
"411",48350000,3759.79753151758,123.096255031868,20,27.5251594026908,47.4731445611235
"412",48500000,3771.18872939156,107.726927473165,19,24.714252123877,42.7342242596073
"413",48650000,3775.00966432235,97.4614368002078,19,22.3591870475991,38.6620039629471
"414",48800000,3778.06005143265,114.621021328487,20,25.630039534095,44.2045967512346
"415",48950000,3781.95388191392,213.41550375552,19,48.9608744134283,84.659854429036
"416",49100000,3787.37773409634,222.646511703892,19,51.078612876269,88.3217054913547
"417",49250000,3792.59789715662,239.182176210652,19,54.8721544841248,94.8812427573696
"418",49400000,3799.32599824195,252.665291388279,19,57.9653932474613,100.229863396924
"419",49550000,4300.20236468792,289.826527075025,18,68.3127675541655,118.458684083002
"420",49700000,4183.80453203574,253.274228307638,18,59.6973081120402,103.518929410123
"421",49850000,4029.77404020669,223.975072734174,18,52.7914309156948,91.5436990921703
"422",5e+07,4079.82089155484,201.891706876782,18,47.5863316659663,82.517725914384
"423",50150000,4023.18216988404,177.471166219365,18,41.8303550329326,72.5364963144991
"424",50300000,4249.12968965528,147.044688931091,18,34.6587655602136,60.1005040082558
"425",50450000,4273.55814078796,118.80580780624,19,27.2559215859534,47.1291083225255
"426",50600000,4240.5011411369,94.2332212707849,19,21.6185836128242,37.3814022635524
"427",50750000,4091.05486526959,72.3596143908941,19,16.6004340380778,28.7043551807366
"428",50900000,3841.51370480964,51.5997230999254,18,12.1621713704351,21.0899787509173
"429",51050000,3827.5223700437,57.975383829863,19,13.3004652277555,22.9982708338111
"430",51200000,3843.66933046023,67.4432757338078,19,15.4725485971062,26.7540914571152
"431",51350000,3817.66161367582,78.048687074819,19,17.9055968229034,30.9611549763551
"432",51500000,3820.02004835551,88.6209243077766,20,19.8162410981052,34.1774325280187
"433",51650000,3824.84471043835,103.599321656258,20,23.1655125646259,39.9539821268211
"434",51800000,3827.51716128203,117.972994620677,20,26.3795635481052,45.4973144917052
"435",51950000,3831.61503765775,131.919423191534,20,29.4980797808832,50.8758763292221
"436",52100000,3832.68834485615,142.470060032224,20,31.8572738990528,54.9448214634207
"437",52250000,3844.73516563356,149.313242517799,20,33.3874560210711,57.5839544842568
"438",52400000,3884.45110890911,151.902007665962,20,33.9663215059785,58.5823343462738
"439",52550000,3889.27107804005,149.757261428562,20,33.4867416678472,57.7551942505117
"440",52700000,3895.79701655325,148.806068808986,20,33.2740485321405,57.3883585192143
"441",52850000,3901.89467877832,141.987516988743,20,31.7493739943235,54.7587245293245
"442",5.3e+07,3899.87166015773,133.327186691179,20,29.8128652690281,51.4187926032323
"443",53150000,3912.82743861776,123.00329037178,20,27.5043718727446,47.437291929
"444",53300000,3944.03530070227,111.322444704074,20,24.8924553779772,42.9324719014889
"445",53450000,4028.04365609092,133.534415278328,20,29.8592029898028,51.4987121155877
"446",53600000,4012.55124561697,145.727793477613,20,32.5857252426993,56.2011947848879
"447",53750000,4090.89170603517,136.352347243483,20,30.4893117328084,52.5854721596735
"448",53900000,3775.5882162679,118.895747096691,19,27.276555074276,47.1647863642003
"449",54050000,3801.33444637135,115.687624816159,20,25.8685393244423,44.6159416905794
"450",54200000,3805.07193819222,109.29916662217,20,24.4400366451248,42.1521770594993
"451",54350000,3813.75858191369,102.805533089234,20,22.988016045063,39.6478506414759
"452",54500000,3821.05855428522,97.2448280676566,20,21.744604601956,37.5033162420928
"453",54650000,3830.67134094287,88.2647205399127,20,19.7365915142267,34.0400594376624
"454",54800000,3838.19198854806,85.1026590555279,20,19.0295330714148,32.8205828425336
"455",54950000,3845.72060987244,84.007847784513,20,18.7847258289626,32.3983593254771
"456",55100000,3856.73876496675,75.2319987839895,20,16.8223863364182,29.0138766038818
"457",55250000,3872.74459297879,68.9913482676648,20,15.4269344585861,26.6071152930667
"458",55400000,3878.9940114478,49.5544925857685,19,11.3685802831474,19.6577851880051
"459",55550000,3875.310834979,51.9851045955987,20,11.6242227693195,20.0485090700206
"460",55700000,3880.7200191349,47.6496991819251,20,10.6547966478201,18.3765221531065
"461",55850000,3891.21182774669,46.1961900475682,20,10.3297821247862,17.8159636760158
"462",5.6e+07,3926.83275020673,44.6222563590968,20,9.97783985283628,17.2089624191288
"463",56150000,4036.9874618849,41.0275800388103,20,9.17404579190933,15.8226441386967
"464",56300000,4107.10113685021,34.773463473902,20,7.77558281407508,13.4106895287766
"465",56450000,4128.9009723545,37.9126356963525,20,8.47752306232293,14.6213386803701
"466",56600000,4128.5512368161,47.4127996913903,20,10.601824311353,18.2851597980316
"467",56750000,4091.8516158795,49.0978264183818,19,11.2638138792225,19.4766301614334
"468",56900000,4093.09096890606,54.2826310363942,18,12.7945388354939,22.1865441580847
"469",57050000,4158.14613191559,54.0001242056581,19,12.3884781237425,21.4213240085779
"470",57200000,4164.82144644511,55.8458407116125,19,12.8119145304731,22.1535017930484
"471",57350000,4169.8327269321,54.9594789543281,19,12.6085691974509,21.80189070565
"472",57500000,4174.90338856321,53.2628846453055,18,12.5541823060841,21.7697506478223
"473",57650000,4181.47342621335,54.1874026993199,18,12.7720933011918,22.1476221739203
"474",57800000,4186.63228471232,49.8494806761321,18,11.7496352749069,20.3746149212458
"475",57950000,4192.64227236626,49.2057333344303,18,11.5979025713442,20.111500762064
"476",58100000,4198.38270231985,48.302395185711,18,11.3849837277896,19.7422859442927
"477",58250000,4204.23579629683,46.2142697521509,18,10.8928078431101,18.8888216546153
"478",58400000,4211.6813390501,45.2953362093208,18,10.6762131299118,18.5132326450723
"479",58550000,4222.03122224831,46.1233941906336,19,10.5814323268454,18.2967018292413
"480",58700000,4229.6682092978,38.8091312778637,19,8.90342533299008,15.3952048782037
"481",58850000,4236.73226455859,35.3180385397649,19,8.10251373046894,14.0103223471563
"482",5.9e+07,4241.97589047849,38.0493709807336,19,8.72912436685825,15.0938153585853
"483",59150000,4249.00754364306,44.2246574319968,19,10.1458322399357,17.5434914262642
"484",59350000,4284.83942944054,68.7391953339891,19,15.769852943219,27.2681701569868
"485",59550000,4318.50148899115,57.58117408537,19,13.2100273099237,22.8418916626825
"486",59750000,4344.68617844046,55.4266866560351,19,12.715753995208,21.987227456348
"487",59950000,4416.84678226851,49.4012461298979,18,11.6439853791722,20.1914112820092
"488",60150000,4489.39575489417,27.7396359210116,19,6.36390893212108,11.0040437440645
"489",60350000,4490.04137475232,31.1417131150235,20,6.96349874609893,12.0100733219528
"490",60550000,4497.19349449953,34.4655178939213,19,7.90693208086293,13.672135699491
"491",60750000,4514.51707121737,40.4382034243901,19,9.27716011501351,16.0414419526072
"492",60950000,4531.15478853055,32.0888422348482,19,7.36168529036438,12.7293315836633
"493",61150000,4541.9254993206,50.5590872509301,19,11.5990501054979,20.0562981198968
"494",61350000,4546.64845671045,72.5679872040641,18,17.1044386163508,29.6601845162375
"495",61550000,4542.41947995495,94.9281434280961,18,22.374777981152,38.7992882032631
"496",61750000,4521.52754982138,116.370719618306,18,27.4288416578876,47.563356090618
"497",61950000,4525.95913833806,138.314375574244,17,33.5461635314093,58.3571317132539
"498",62150000,4531.53595106827,149.748888700284,17,36.3194403194196,63.1815426669445
"499",62350000,4537.4821969413,157.521443561801,17,38.2045617708867,66.4609126233851
"500",62550000,4543.55452763762,193.985425607501,16,48.4963564018753,84.6689970009092
"501",62750000,4780.76381110891,203.935887593268,16,50.9839718983171,89.0120842889988
"502",62950000,4801.41875538323,180.287030832537,16,45.0717577081342,78.6900460437096
"503",63150000,4804.96602956082,173.155300255448,16,43.2888250638619,75.5772530441746
"504",63350000,4653.12932748948,168.52196358325,16,42.1304908958125,73.5549363285043
"505",63550000,4612.89327245274,166.24015876585,16,41.5600396914624,72.5589948827172
"506",63750000,4547.51453628747,159.665484653946,16,39.9163711634865,69.689340830515
"507",63950000,4550.68440606391,149.888910784319,17,36.3534006630899,63.2406203092131
"508",64150000,4553.39070637946,136.016156658403,17,32.9887635701855,57.387474991595
"509",64350000,4552.69146719235,121.507479115607,17,29.469892393893,51.2660230251249
"510",64550000,4559.70938776042,122.013504429181,18,28.7588587927362,49.8696904003367
"511",64750000,4567.27617127871,109.913234320529,18,25.9067977767306,44.9240351886287
"512",64950000,4568.43905970199,98.8715544191794,18,23.3042488654188,40.4110498370809
"513",65150000,4575.33585434634,87.9686008493364,18,20.7343980640195,35.9547650879373
"514",65350000,4577.45902590159,75.9597889310657,18,17.9038939502185,31.0464909158138
"515",65550000,4581.85043865482,63.4627133494904,18,14.9583049873076,25.9386522951757
"516",65750000,4586.22065432743,52.7488038292743,18,12.4330122957196,21.5596341426357
"517",65950000,4606.01118634081,65.3439365981387,18,15.4017135593226,26.7075509627691
"518",66150000,4605.71823811359,88.576706505285,18,20.8777299416859,36.2033116806668
"519",66350000,4621.29922976145,115.574787902345,18,27.241238753315,47.2380407213028
"520",66550000,4628.12477983572,143.726909932954,18,33.8767575508599,58.744452379152
"521",66750000,4712.81432239883,147.653210355259,18,34.8021954353892,60.3492205348994
"522",66950000,4723.59616830505,151.298548957663,18,35.6614099838829,61.8391532137187
"523",67150000,4780.638559601,154.80581475375,18,36.4880804598283,63.2726524007207
"524",67350000,4890.28576895849,156.58614350206,19,35.9233250254862,62.116200000515
"525",67550000,4917.64293729963,160.951668598165,19,36.9248451691394,63.8479613423052
"526",67750000,4924.18052476843,163.053646269086,19,37.4070719190934,64.681795438244
"527",67950000,4922.380896266,162.799188510904,19,37.348695305761,64.5808545207054
"528",68150000,4906.68899671045,162.44575915838,19,37.2676130514803,64.4406525343966
"529",68350000,4895.24697709926,157.967295687125,19,36.2401830676098,62.6640896377453
"530",68550000,4901.3483031256,153.128462692899,20,34.2405651871362,59.0553274261722
"531",68750000,4904.60877516333,150.513570850149,20,33.6558575957164,58.0468715764762
"532",68950000,4906.52529460019,150.234688663149,20,33.5934976429318,57.939318228281
"533",69350000,4917.05837732388,154.811673255048,19,35.5162336315364,61.4122849139484
"534",69550000,4933.07891590485,155.935587590638,19,35.7740772636434,61.8581307984664
"535",69750000,4943.15772655302,153.416995876019,20,34.3050831682583,59.1666027652099
"536",69950000,4981.46982185886,155.507467700692,20,34.77252687876,59.9728114602507
"537",70150000,5004.70146022115,157.835279468392,20,35.2930414139002,60.8705523747125
"538",70350000,5112.00541173084,159.374644374097,21,34.778398652427,59.844682652326
"539",70550000,5164.43741687758,163.733579012527,21,35.7295961729018,61.4814490348551
"540",70750000,5204.82410989575,167.79256655655,21,36.6153398712526,63.0055862175027
"541",70950000,5012.75637749222,194.62093404842,22,41.4933225569211,71.2500254029618
"542",71150000,5009.85026283689,194.396665542424,22,41.4455083507868,71.1679215078829
"543",71350000,5034.60437203597,171.945242444675,22,36.6588488631439,62.948536096603
"544",71550000,5184.79624107171,142.526205616948,22,30.3866891369804,52.1783323076072
"545",71750000,5203.17326244807,142.213933436346,22,30.3201124843782,52.0640105831261
"546",71950000,5173.36973443872,145.487462559485,22,31.0180312384422,53.2624378454417
"547",72150000,5226.37607895367,138.074722319175,22,29.4376297090501,50.5486602499841
"548",72550000,5377.44944286211,139.842146395751,22,29.8144457882803,51.1957078606102
"549",72750000,5298.26480155716,128.702092684954,22,27.4393783568984,47.117374182039
"550",72950000,5274.17708967383,116.008452711825,22,24.7330852214671,42.4702781491093
"551",73150000,5264.00906491247,99.9896529220467,22,21.3178656311292,36.6058530422874
"552",73350000,5266.3086265685,93.2841317951236,21,20.3562664328281,35.0279009920367
"553",73550000,5272.99836322669,92.5111441896631,20,20.6861207084371,35.677729761103
"554",73750000,5279.42194997078,69.253783606439,20,15.4856167843058,26.7083257707726
"555",73950000,5288.91088294082,31.601018328449,20,7.06620251406287,12.187208384177
"556",74150000,5296.44574045478,31.7494669054636,21,6.92830168422773,11.9218259516744
"557",74350000,5303.70988254208,31.7991174737448,21,6.93913632648708,11.9404695854467
"558",74750000,5313.28681954077,51.7889733795669,21,11.3012805083771,19.446598227476
"559",74950000,5322.91469946519,46.8449581417314,21,10.222407933882,17.5901359018753
"560",75150000,5329.66885522719,36.6486304826737,21,7.99738682396754,13.7614466183834
"561",75350000,5337.28559620948,29.6268464217074,21,6.46510792049076,11.1247885700973
"562",75550000,5352.24204673323,33.4180513875338,21,7.29241666958561,12.5483742285365
"563",75750000,5371.30693648481,45.9880355917357,21,10.0354121029263,17.2683641529028
"564",75950000,5375.64200528435,32.8906439450032,21,7.17732693018181,12.3503343762709
"565",76150000,5370.80481273452,40.3742548173736,21,8.81038470609762,15.1604069540598
"566",76350000,5437.78379705028,51.6295444027833,21,11.2664902534209,19.3867331431731
"567",76550000,5547.12259929782,55.5090821168087,21,12.1130747884664,20.8434874734831
"568",76750000,5562.59918157441,50.4231417476231,21,11.0032316112367,18.9337327030309
"569",76950000,5562.41696845468,44.4831559460699,21,9.70702044159001,16.7032865323158
"570",77150000,5584.01909542687,40.7485614726406,21,8.89206511471128,15.3009579374805
"571",77350000,5585.38514241659,35.6630441341211,21,7.78231425034099,13.391362013726
"572",77550000,5595.42234154087,33.7529066877153,20,7.54737937919387,13.0171029015398
"573",77750000,5583.60190870332,35.9479017873037,20,8.03819520448974,13.8636219093418
"574",77950000,5591.21782219942,38.8613083111665,21,8.48023271147319,14.5923002524606
"575",78150000,5600.46289142423,42.7335065344561,21,9.32521563833501,16.0462986268553
"576",78350000,5613.80246577515,54.8681584446772,21,11.9732137769316,20.6028226305045
"577",78550000,5617.3270399743,62.7412334111089,21,13.6912595857761,23.5591377627794
"578",78750000,5625.66054123192,77.7384021854088,21,16.963910115217,29.1905279346982
"579",78950000,5636.40931217043,94.0118880024317,21,20.515075856993,35.3011711815681
"580",79150000,5641.98466896494,111.172220331403,21,24.2597673735696,41.7448225319371
"581",79350000,5650.52965386515,128.469318573508,21,28.0343036591665,48.2398290567839
"582",79550000,5641.38910328137,143.763457871479,21,31.3717584697451,53.9827307355422
"583",79750000,5646.10350550872,156.529430595102,20,35.0010447289983,60.3669403653898
"584",79950000,5646.30845163637,166.209605630894,20,37.1655976704111,64.1001843112123
"585",80150000,5668.05971916411,172.82207874802,20,38.6441916093394,66.650342251554
"586",80350000,5698.86528567424,180.364781235011,20,40.3307911588362,69.5592512630732
"587",80550000,5737.21514155521,176.34565616594,20,39.4320874723847,68.0092406200701
"588",80750000,5770.84964910348,161.367963626854,20,36.082973606036,62.2329628371595
"589",80950000,5774.2205963557,173.851278970563,20,38.8743277753458,67.0472622954211
"590",81150000,5634.61910335474,181.670487416758,20,40.6227559369391,70.0628082421576
"591",81350000,5673.51810361992,181.971145651525,20,40.6899851620326,70.1787597131337
"592",81550000,5699.58782424809,180.786862377476,20,40.4251713714937,69.7220305376143
"593",81750000,5720.51188215397,178.889887886754,20,40.0009949802099,68.9904457773508
"594",81950000,5632.10763229983,177.534120070293,19,40.7291204429907,70.426058542381
"595",82150000,5634.24829333233,170.821146775693,19,39.1890587481567,67.7630873340762
"596",82350000,5637.61912851423,168.412955914341,20,37.6582817716142,64.9499255685544
"597",82550000,5642.26313101023,162.356772099621,20,36.3040779022194,62.6143054503752
"598",82750000,5650.30553356691,156.454470129516,19,35.8931170820928,62.0639664544247
"599",82950000,5653.91720750032,150.985123256015,19,34.638362855316,59.8943297505099
"600",83150000,5659.81983207147,145.948961185798,19,33.4829880380859,57.8965332444319
"601",83350000,5665.74652631483,143.736578423655,19,32.9754326231065,57.0189025227256
"602",83550000,5681.36543112582,137.564974110285,19,31.5595694903959,54.5706871233322
"603",83750000,5692.4599233198,127.91448526956,19,29.3455955107913,50.7424320713434
"604",83950000,5702.03830712189,120.006902433769,19,27.531471591376,47.6055708781166
"605",84150000,5708.28617617452,116.016990613797,19,26.6161230431183,46.0228116693458
"606",84350000,5705.94973252906,138.73776756728,19,31.8286267620109,55.0359228798603
"607",84550000,5730.25418072329,144.39380513148,19,33.1262107706014,57.2796179648194
"608",84750000,5819.09407758585,119.983556513344,19,27.5261156699088,47.5963097785718
"609",84950000,5910.08834132066,99.6234621801128,19,22.8551896867767,39.5196584009504
"610",85150000,5824.16044127846,82.6807119068701,19,18.9682561990551,32.7986341711298
"611",85350000,5848.43196982306,69.4807504276585,19,15.9399773492386,27.5623378494759
"612",85550000,5950.40021759056,50.7174621824877,19,11.6353838066479,20.1191239147192
"613",85750000,5983.38049726333,34.8929900432979,19,8.00500091772138,13.8417097430907
"614",85950000,5963.99266033667,48.24340590374,18,11.3710798206899,19.7181756850014
"615",86150000,5971.21931715069,58.9398639795879,18,13.8922591673931,24.0900610358753
"616",86350000,5974.24821442043,70.7500395227994,18,16.6759442385959,28.9171480101326
"617",86550000,5985.0283689513,86.5556122112072,18,20.4013534480992,35.3772445400901
"618",86750000,5999.48896510463,103.256400697591,18,24.3377670447272,42.2032360985972
"619",86950000,6002.92394565501,121.386094659856,18,28.6109768919121,49.6132537780402
"620",87150000,6010.30763889951,137.496996292414,18,32.4083528237157,56.1981451820262
"621",87350000,6018.204770537,148.159875685446,17,35.9340480546751,62.5111116910176
"622",87550000,6019.65273544621,153.230626074648,17,37.1638856697233,64.6505454781356
"623",87750000,5902.91782570557,152.723926635644,17,37.0409930045789,64.4367605712651
"624",87950000,5879.49810722625,151.527910815194,17,36.7509165600128,63.9321416372219
"625",88150000,5742.31812587366,134.703752497062,17,32.6704588066143,56.8337498839448
"626",88350000,6065.76862249888,147.96222881664,17,35.8861116478128,62.4277211952162
"627",88550000,6066.54817809846,116.555108421662,17,28.2687660722253,49.176535597086
"628",88750000,6061.83976591457,95.3600268724301,17,23.1282037209864,40.2339787550624
"629",88950000,6026.28225939383,78.3986914852635,17,19.014475641409,33.0777097185857
"630",89150000,6011.99186599005,69.0621282129614,17,16.7500264324699,29.13845864386
"631",89350000,5963.06745918732,54.7261711229839,18,12.8990822364791,22.3678290650452
"632",89550000,5971.14125403586,45.0301837060712,18,10.6137160855463,18.404858794917
"633",89750000,5972.17471685759,49.1741047294627,19,11.2813133239375,19.5068890254736
"634",89950000,5976.05475896003,62.8466183508714,19,14.4180030702483,24.9306421853821
"635",90150000,5978.4015753305,79.1131455457149,19,18.1498003441788,31.3834152976813
"636",90350000,5981.17316533619,94.9274833094435,19,21.7778582479215,37.6568092611423
"637",90550000,5984.69770186392,109.208733701763,19,25.0542017872647,43.3220423768368
"638",90750000,5987.00291078434,122.648143343095,18,28.9084446192807,50.1290817382132
"639",90950000,5989.16675796615,133.985566918157,18,31.5807009829842,54.7629442460636
"640",91150000,5990.27384407799,144.003845786316,18,33.9420319574818,58.8576423521187
"641",91350000,5992.96184336789,154.500771273436,19,35.4449078252631,61.2889531220129
"642",91550000,6000.95919601784,164.080031297553,19,37.6425407936329,65.0889523953023
"643",91750000,6052.25427732564,169.79129395959,19,38.9527943085717,67.3545547393941
"644",91950000,6082.66954737284,183.867549328406,19,42.182108764158,72.9384683232686
"645",92150000,6116.95204910907,189.304650571267,19,43.4294653359175,75.0953134991649
"646",92350000,6201.26555379953,182.864707360348,19,41.9520410380998,72.5406506692695
"647",92550000,6285.90866375435,185.611398087034,18,43.7490260842859,75.8635939577216
"648",92750000,6104.2412532124,181.297891296979,18,42.7323227836384,74.1005657653408
"649",92950000,6212.57685307195,174.197248357906,16,43.5493120894766,76.0320330900771
"650",93150000,6249.29759012379,155.074286273057,16,38.7685715682643,67.6854162535802
"651",93350000,6365.04114422943,135.059432382261,15,34.8721954909816,61.1327147092462
"652",93550000,6372.93505445949,131.675536124166,14,35.191767314029,61.9836164660309
"653",93750000,6381.3897169574,132.977509534245,14,35.5397343445436,62.5964943237917
"654",93950000,6387.68465414897,139.477941162095,14,37.2770477743696,65.656442076762
"655",94150000,6395.48832192852,151.086640115127,14,40.3796030735442,71.1210041720004
"656",94350000,6399.91412641599,151.701943947424,13,42.0745490376925,74.511224011937
"657",94550000,6413.20318880929,149.572361853939,12,43.1778216898499,76.9552942778647
"658",94750000,6424.92968669772,139.4136570548,11,42.034799191096,75.4896577245624
"659",94950000,6274.10518755051,147.377001053023,11,44.4358377473354,79.8016464168357
"660",95150000,6672.70361857725,138.099014578078,11,41.6384195703005,74.777805581132
"661",95450000,6674.00877245861,153.231230610206,12,44.23404612053,78.8377899366386
"662",95750000,6673.6208253032,134.86821929326,12,38.9331013570445,69.3899820514941
"663",96050000,6675.16412222184,137.551315167205,13,38.1498707571434,67.5608801764083
"664",96350000,6674.84329889761,147.404841226731,14,39.39560093016,69.3878712232335
"665",96650000,6674.78825610105,161.826933710198,14,43.2500672782671,76.1767818701578
"666",96950000,6674.91991332806,167.3246751553,14,44.7194004845986,78.7647333393001
"667",97250000,6674.45973139329,172.87630732087,14,46.2031365918096,81.3780527837461
"668",97550000,6673.39442077674,177.227975856616,15,45.760066598315,80.219701026692
"669",97850000,6672.94721994876,180.840885521962,15,46.692915862664,81.8550327613664
"670",98150000,6671.56691396496,178.872827569295,15,46.1847654843273,80.9642195598781
"671",98450000,6671.3077923315,170.22240015101,15,43.9512347290878,77.0487276749551
"672",98750000,6668.85634231487,155.706711852238,16,38.9266779630595,67.961451627368
"673",99050000,6661.67765869358,141.296794025776,16,35.3241985064439,61.6719415499423
"674",99350000,6619.64662000545,145.606502454962,17,35.3147640822684,61.4338011272686
"675",99650000,6512.67911400085,124.730524810194,18,29.3992666380817,50.9801983383426
"676",100250000,6430.51508409162,97.0631690980722,18,22.8780083575678,39.6719216847502
"677",100550000,6398.87156588812,77.7365545901353,18,18.3226816322543,31.7726953941318
"678",100850000,6471.91464921421,66.5599406253082,18,15.6883284571765,27.204559426252
"679",101150000,6458.47650653188,71.165447445219,19,16.3264733518718,28.2306407691508
"680",101450000,6348.63865270295,54.0292957776667,19,12.3951705413431,21.4328960874394
"681",101750000,6323.38890722076,37.8519529015379,19,8.68383355334026,15.0155015268708
"682",102050000,6334.85854671231,36.1392592176826,19,8.29091467496312,14.3360926020028
"683",102350000,6346.65101136963,35.7680193766652,19,8.20574641439412,14.1888253681527
"684",102650000,6352.36094874477,31.8135266992194,20,7.1137208303459,12.2691640911432
"685",102950000,6359.4144188047,28.2746217896244,20,6.3223976359697,10.9043545417562
"686",103250000,6367.36690449616,26.6979074657907,20,5.96983359505072,10.2962809085854
"687",103550000,6372.61880672509,24.3955241278728,20,5.45500502966598,9.40834668988956
"688",103850000,6379.29668930812,23.7703888334362,20,5.31522052831652,9.16725781033457
"689",104150000,6385.12113531855,24.0484154976315,21,5.24779449341169,9.03010512995342
"690",104450000,6390.34988416642,21.6713445968692,21,4.72907509650597,8.13752240917704
"691",104750000,6396.74654594675,25.1045003413071,21,5.47825109990878,9.4266616999894
