"","D","mean.day","sd.day","N","se.day","CL95.day"
"310",33200000,2694.91058695774,51.2446223593097,19,11.7563226454808,20.3282432291326
"311",33350000,2701.62187901382,55.1217381413054,19,12.6457940079085,21.8662573468149
"312",33500000,2703.2827594968,59.0262180021894,19,13.541543120576,23.4151265284195
"313",33650000,2707.87338729646,59.4770190898796,19,13.6449639829381,23.5939549349257
"314",33800000,2694.39425901014,63.9228196495376,19,14.6649005809742,25.3575607722613
"315",33950000,2696.77412167356,66.8702083577357,19,15.3410779244673,26.5267612033026
"316",34100000,2716.39914764367,72.4333890838263,19,16.617359113398,28.7336208838101
"317",34250000,2783.61771695501,66.2297031824293,19,15.1941359596265,26.2726790305069
"318",34400000,2978.35155573081,74.9248550819391,19,17.1889406137685,29.7219612105594
"319",34550000,2991.35093226109,57.7899311419443,19,13.2579194632584,22.9247035564278
"320",34700000,3029.08319707609,63.0327895344847,19,14.4607136689625,25.0044944830186
"321",34850000,3026.62053035827,56.4864902007649,19,12.9588896031808,22.407641213743
"322",3.5e+07,3024.18306162049,50.0501971273177,19,11.4823027043299,19.8544263578773
"323",35150000,3067.29542264983,46.1459999616281,19,10.5866184463878,18.3056693187066
"324",35300000,3097.66916492726,39.0927522239661,19,8.96849244048122,15.5077145487174
"325",35450000,3118.22327273756,43.2719792295204,18,10.1993033161858,17.6862406934513
"326",35600000,3124.90246836853,116.166872578506,18,27.3807944498317,47.4800391757287
"327",35750000,3139.35736448837,168.454981550048,18,39.7052199262313,68.8513768668232
"328",35900000,3099.61729173385,206.689455642912,17,50.129556312773,87.205713336859
"329",36050000,3112.23077934317,227.944721151159,17,55.2847154181289,96.1736627905233
"330",36200000,3079.562806436,324.310669764487,17,78.6568909972816,136.832056631025
"331",36350000,3040.65365031512,427.269313567468,17,103.628030024931,180.272018041279
"332",36500000,3189.5457563722,447.970889594552,17,108.648899705897,189.006356709034
"333",36650000,3529.91922918677,456.250947471471,17,110.657108718412,192.49985061457
"334",36800000,3826.3248781988,461.003437390869,17,111.809756831493,194.505005024883
"335",36950000,3954.3904966725,462.503466120403,16,115.625866530101,201.869312930199
"336",37100000,3903.9964589053,418.945427089971,16,104.736356772493,182.85749560174
"337",37250000,3818.51555812543,373.490721495838,16,93.3726803739596,163.017838475056
"338",37400000,3767.83703167163,324.841718584797,16,81.2104296461992,141.78396346268
"339",37550000,3649.82127678427,281.32001021532,16,70.3300025538299,122.788003411199
"340",37700000,3821.2624777809,222.274943171401,17,53.909592271991,93.7814893163203
"341",37850000,3850.6953894831,158.688333431804,18,37.4031988882735,64.8595259632327
"342",3.8e+07,3464.49317512276,104.360753910763,18,24.598065593347,42.654610338614
"343",38150000,3073.56724324587,47.9081505335394,17,11.6194332339867,20.2132442070235
"344",38300000,3078.99185565311,60.8589090573145,18,14.3445824300142,24.8744183440129
