"","D","mean.GR","sd.GR","N","se.GR","CL95.GR"
"337",37250000,1390.62917111831,7738.83218189684,17,1876.94250028764,3265.14179795654
"338",37400000,3143.30732409863,11745.3582058614,17,2848.66779373421,4955.56165433347
"339",37550000,6218.68169191642,15360.6691313733,17,3725.50948875394,6480.92136469286
"340",37700000,408.142872246729,18076.4168519229,18,4260.65231184983,7388.24211442967
"341",37850000,4.270334476551,18157.2525564921,19,4165.55942032078,7202.80547201859
"342",3.8e+07,8.2062524498711,17602.452383725,19,4038.27953153389,6982.7216400704
"343",38150000,27134.9391473572,19914.9985573896,19,4568.81400907472,7900.08621282959
"344",38300000,28275.7093414493,22419.3186426,19,5143.34443927005,8893.52563089781
"345",38450000,21180.0350653174,23908.3586103731,19,5484.95363623931,9484.21330209483
"346",38600000,27488.8633951279,23924.0314619969,20,5349.57606448687,9226.51143031288
"347",38750000,25421.3073502878,22649.7298501291,20,5064.63356168948,8735.06589755473
"348",38900000,28278.7458359072,22408.2481319572,20,5010.63660797389,8641.9363664193
"349",39050000,28572.1269273897,22130.3883250402,20,4948.50526632576,8534.77730802163
"350",39200000,28931.6398337245,21270.5250969168,20,4756.23400338212,8203.1635532333
"351",39350000,29145.6678949767,19338.9143503968,21,4220.09708899814,7261.70211507062
"352",39500000,29024.3030290594,17522.5214935901,21,3823.72767194606,6579.65225378657
"353",39650000,21108.7952567144,16232.4677071142,21,3542.21485637035,6095.24107433407
"354",39800000,21110.3003648133,14958.8440957179,21,3264.28739893669,5616.99937445856
"355",39950000,21113.1807344607,14148.058042981,21,3087.35937707567,5312.55173653266
"356",40100000,21114.9923679456,15708.6830080318,22,3349.10247031559,5750.89246612538
"357",40250000,17548.0567790514,9414.54787618445,22,2007.18835136671,3446.63218587091
"358",40400000,13725.8905753057,7462.10731815532,22,1590.92662575316,2731.85070546378
"359",40550000,10428.5263552224,5615.6933916626,22,1197.26985393593,2055.88519430114
"360",40700000,8706.91690300619,10242.1015253523,22,2183.623382192,3749.59660649615
"361",40850000,10388.986247657,10237.3383698577,22,2182.60787402844,3747.85283236595
"362",4.1e+07,17168.7752818322,10717.3585094462,21,2338.7193628341,4024.33474526549
"363",41150000,16305.7170998767,10763.4621282282,21,2348.77999725696,4041.64651054641
"364",41300000,21187.9123044181,10832.2466514598,21,2363.79001079745,4067.47488481732
"365",41450000,22780.6823653709,10966.8086783504,21,2393.15385241139,4118.0025068738
"366",41600000,20749.5289769803,11343.5365443593,21,2475.36261252496,4259.46264738819
"367",41750000,21118.3865983464,11788.5728249511,21,2572.47749075418,4426.57238485856
"368",41900000,21732.2380010745,12120.2646266288,20,2710.1735610428,4674.28578221211
"369",42050000,22168.9146530974,11844.6698234384,20,2648.54868962488,4568.00024225997
"370",42200000,22437.7108255514,11726.4472301709,20,2622.11331412262,4522.40666787276
"371",42350000,22545.1086728322,11697.735790096,20,2615.69324094868,4511.33385054879
"372",42500000,23006.890765757,11551.0242251072,20,2582.88753770865,4454.75325569886
"373",42650000,23082.1528239583,10760.2160984581,20,2406.05746487399,4149.77120318391
"374",42800000,22919.1184696038,10934.1914411754,20,2444.95953414647,4216.86631174552
"375",42950000,18068.6176656566,10469.7486561699,19,2401.92507139553,4153.24745176583
"376",43100000,32422.4109843406,13946.0413675972,19,3199.44131493653,5532.25895619383
"377",43250000,19634.4070241825,15732.5383861564,19,3609.29183950685,6240.94494604762
"378",43400000,15958.6716984274,14205.859064886,19,3259.04758263259,5635.32610943941
"379",43550000,12119.5973088268,13309.6687645236,19,3053.44742718728,5279.81613460503
"380",43700000,14077.4904965005,12321.9121964785,20,2755.26332841097,4752.05292656105
"381",43850000,21362.503610264,11776.0492310468,20,2633.20465870047,4541.53611220471
"382",4.4e+07,15490.9469600219,11937.0731540482,20,2669.21070248397,4603.63639277351
"383",44150000,14801.2888228145,10692.3474038037,20,2390.88156339484,4123.59704905005
"384",44300000,19452.0847053384,11635.728051407,20,2601.82788906472,4487.42002521
"385",44450000,19944.8592843846,11629.5449579641,21,2537.77476513154,4366.85791603518
"386",44600000,21574.4160416558,11786.4205530965,21,2572.00782653086,4425.76421347957
"387",44750000,22450.3155803159,11659.0006976212,21,2544.20253449487,4377.91845454804
"388",44900000,23541.4468771504,11934.8346506224,21,2604.39443777424,4481.49324492275
"389",45050000,21898.5912916303,12208.4160248467,21,2664.09478806533,4584.22219898152
"390",45200000,20282.3861842769,12344.598055476,22,2631.87714854956,4519.3130396918
"391",45350000,19643.7996914006,12643.1298685402,22,2695.52434494979,4628.60446493552
"392",45500000,19656.361542145,12713.7480257032,22,2710.58018664465,4654.4575188034
"393",45650000,19650.9002313022,12955.4211837495,22,2762.10507706405,4742.93319452764
"394",45800000,19648.8028599579,13249.0311277244,22,2824.70292744863,4850.42274116381
"395",45950000,19651.6719053171,13623.5220898977,23,2840.70072596864,4868.59609308802
"396",46100000,19659.5334665638,14487.0915314439,23,3020.76740207023,5177.20724235459
"397",46250000,19667.0965552295,13362.4450091532,23,2786.26239145347,4775.2957815445
"398",46400000,19677.503324818,14288.2345340564,23,2979.30285177883,5106.14233019932
"399",46550000,19690.7799847753,13870.6529540976,23,2892.2310733127,4956.91248821592
"400",46700000,19701.4054918455,13431.0820676942,24,2741.608146608,4690.56824816532
"401",46850000,19695.2820809677,12842.3601091349,24,2621.43578003782,4484.9674997001
"402",4.7e+07,19723.9546351586,12196.825641727,24,2489.66660866043,4259.525985706
"403",47150000,19744.992349408,12738.6952330889,24,2600.27527582435,4448.76437223943
"404",47300000,19796.0929938395,13339.2251308223,23,2781.42071212883,4766.99776520351
"405",47450000,19766.8448019916,13459.5110426648,23,2806.50205855598,4809.98397072257
"406",47600000,57224.9554760304,13231.5049635907,23,2758.9595045764,4728.50214110059
"407",47750000,1.02277739326205,12527.8727064346,22,2670.95143542376,4586.40923158075
"408",47900000,38347.9829121857,12510.3869610334,21,2729.99024867258,4697.61134514897
"409",48050000,35530.5240380402,13836.0056947701,22,2949.84632562529,5065.31202333369
"410",48200000,49551.0784881165,13191.2596891125,22,2812.38601535168,4829.2728248468
"411",48350000,47055.646788561,13532.8212504334,22,2885.20718490482,4954.31728648077
"412",48500000,44351.4254741759,13271.7738779659,21,2896.13849533887,4983.50976141462
"413",48650000,41398.6190762613,13712.5441889445,21,2992.32246267928,5149.01764057993
"414",48800000,38141.5045757451,14871.2227380875,21,3245.16685113496,5584.09782753086
"415",48950000,34490.8827898036,14841.8986439531,20,3318.74942830411,5723.90768267902
"416",49100000,30315.2080782502,12374.8310877713,20,2767.09635223342,4772.46155861655
"417",49250000,25353.3247560951,11409.9569085127,20,2551.34392677776,4400.34941447876
"418",49400000,19011.8990340398,10852.9462284729,20,2426.79255230154,4185.53338673877
"419",49550000,0.831310806755744,13003.9094686799,19,2983.30143394355,5158.52439609055
"420",49700000,10588.3788815861,11350.1217683874,19,2603.89651501484,4502.4829019183
"421",49850000,13842.9647872935,10730.3270394956,19,2461.70585243701,4256.61636176302
"422",5e+07,5006.66691817565,12394.1360906079,19,2843.40982691842,4916.63322832693
"423",50150000,3586.94739700477,12825.5535683558,19,2942.38378418055,5087.77234531501
"424",50300000,0.872864419472359,12474.2858305839,18,2940.21736708837,5098.52393181278
"425",50450000,0.942280758885311,11140.1105865576,20,2491.00445484078,4296.28082646084
"426",50600000,0.909227970224432,11536.08230972,20,2579.54642385666,4448.99077568666
"427",50750000,0.849762076950719,12818.7653300274,19,2940.82645550275,5085.0795171999
"428",50900000,17631.3850401705,12950.7957442662,20,2895.88596468942,4994.5873527181
"429",51050000,24399.7688456297,13103.8629321381,20,2930.11282841004,5053.61904897503
"430",51200000,24357.5256325468,13323.5496288972,20,2979.23626718063,5138.34313997767
"431",51350000,24306.102749064,13154.5742041064,20,2941.45221354472,5073.1762933803
"432",51500000,24289.7352989116,10995.1549963462,21,2399.3395261204,4128.6464610077
"433",51650000,24346.9012225596,10616.0454686786,21,2316.61104482441,3986.2920139572
"434",51800000,25652.5500280155,9988.76910567334,21,2179.7281202945,3750.75169305623
"435",51950000,25922.698001784,11275.9052526468,21,2460.60425473353,4234.06730796143
"436",52100000,25374.6926605245,10606.3179299839,21,2314.48832185326,3982.63935346998
"437",52250000,25146.8927882244,9513.79290345924,21,2076.07981553503,3572.3996082529
"438",52400000,27491.900941354,8649.4690226609,21,1887.46888178663,3247.84868261262
"439",52550000,25719.5694104032,7594.04606693826,22,1619.05606150874,2780.15300782597
"440",52700000,24711.5373773299,6441.76512372673,22,1373.38893897313,2358.30709039375
"441",52850000,22347.1439182177,5489.55825391972,22,1170.37775221154,2009.70757310984
"442",5.3e+07,18752.6289389504,5858.95868033487,22,1249.13418774532,2144.9437433329
"443",53150000,16114.4096294997,5676.37690313128,22,1210.20762205203,2078.10121003873
"444",53300000,9583.45234701178,8473.98060749063,22,1806.65873590055,3102.29388477656
"445",53450000,14446.0504120557,16614.9835470253,22,3542.32639446247,6082.68584046988
"446",53600000,16517.5086570589,22024.9058231014,22,4695.72569915008,8063.23896792829
"447",53750000,23027.3013265767,26002.1948733583,22,5543.68657381817,9519.31021355915
"448",53900000,23477.7925664524,24884.0980966981,21,5430.15538708693,9343.90134349552
"449",54050000,23312.6632878833,24112.0726823188,21,5261.68562995251,9054.00820456803
"450",54200000,25372.5086298385,23379.7347941944,21,5101.87640106613,8779.01760815795
"451",54350000,25143.7236937823,22069.6191405186,21,4815.98572715585,8287.07326004673
"452",54500000,23962.7450846487,21761.2712391532,21,4748.69869866119,8171.28958331325
"453",54650000,21995.5256943522,20520.7240010855,21,4477.98909763198,7705.46795861919
"454",54800000,20632.8456565822,19707.5443452392,21,4300.53874875035,7400.12153017965
"455",54950000,22658.545234806,18948.9976351354,21,4135.01028602605,7115.28960273344
"456",55100000,40530.9613330715,16557.638699184,21,3613.17298422575,6217.34176923807
"457",55250000,32289.0541645367,14323.5972554535,21,3125.66517367512,5378.46616416772
"458",55400000,24642.948037275,12414.7019414601,20,2776.01174615034,4787.83810114787
"459",55550000,21147.2337083118,11884.7314361762,20,2657.50673856186,4583.45035268256
"460",55700000,18280.1099516076,9152.85931351495,20,2046.64156135115,3529.88003758221
"461",55850000,16371.7982343596,9004.02063043353,20,2013.36022004599,3472.47910108433
"462",5.6e+07,13985.4590816781,7636.78283651791,20,1707.63655518577,2945.19191900731
"463",56150000,8325.45810652391,6690.76607965024,20,1496.10077756477,2580.35230431393
"464",56300000,12473.2691848225,9000.41171579934,20,2012.55324220128,3471.08729167393
"465",56450000,17927.2370096676,14039.8672662213,20,3139.4097602345,5414.59728548001
"466",56600000,18420.7447357481,20283.7278207387,20,4535.57942442754,7822.59657552634
"467",56750000,19665.389396836,22993.5779315034,19,5275.08855546581,9121.32870493679
"468",56900000,20109.1004099124,24158.5726510851,20,5402.02106871936,9316.96428586273
"469",57050000,25478.3211713139,23229.1602569622,21,5069.01834322804,8722.47733833288
"470",57200000,26281.3454703271,23260.1449269965,21,5075.77975255259,8734.1119854411
"471",57350000,26134.8586705344,22366.6079422855,21,4880.79399690113,8398.59163025444
"472",57500000,26064.0897961888,22079.6869508724,21,4818.18270349054,8290.8536914823
"473",57650000,27740.9891628875,21845.3600143101,21,4767.04837376847,8202.86465652299
"474",57800000,27116.8996815424,20504.3321229991,21,4474.41209657894,7699.31285944383
"475",57950000,27436.2752250714,19189.067027547,21,4187.39772234834,7205.43491198153
"476",58100000,27549.2309619222,17770.4414238806,21,3877.8282360815,6672.74541556075
"477",58250000,26820.6586258247,16100.8643076416,21,3513.49664018955,6045.82440765954
"478",58400000,26319.7695031931,16208.5340982086,21,3536.99211472923,6086.2540787219
"479",58550000,25258.6600418381,13297.9137657561,22,2835.12474089433,4868.31849949294
"480",58700000,25208.7965160262,14331.3821811696,22,3055.46094739138,5246.66757695163
"481",58850000,24862.3994857301,13905.9046618767,22,2964.74883548494,5090.90178430334
"482",5.9e+07,24841.6954224641,14631.2560577349,22,3119.39427269145,5356.45032682607
"483",59150000,24874.7233641237,14551.7398194522,22,3102.44135372767,5327.33971739809
"484",59350000,26748.2052400892,19380.3033557719,22,4131.8945586396,7095.05949690033
"485",59550000,28474.9235597114,17200.9603891143,22,3667.25707696364,6297.20985911424
"486",59750000,27563.8698137298,15772.9200298864,22,3362.79784939153,5774.40940926064
"487",59950000,9487.27159373297,14647.0967091922,21,3196.25854196246,5499.93920163375
"488",60150000,27478.9983378028,12481.5601236879,21,2723.69971704487,4686.78695749568
"489",60350000,22741.8311926008,11451.9559022391,21,2499.02165606224,4300.17377864228
"490",60550000,22561.9338558795,11242.1852758207,20,2513.82904923824,4335.6468208054
"491",60750000,22532.7702220329,11919.5904368343,20,2665.30144807179,4596.89403037261
"492",60950000,22482.3173335098,11552.1025429576,20,2583.12865691015,4455.1691183844
"493",61150000,22848.4932639424,11595.3646592151,20,2592.80236019036,4471.85353090839
"494",61350000,22541.903501114,11640.9654829189,19,2670.62063922571,4617.85777441135
"495",61550000,22706.1941281911,10959.0212277392,19,2514.17189746484,4347.3371217114
"496",61750000,42387.2415894877,11233.2803715974,19,2577.09126022379,4456.13305633792
"497",61950000,37028.8807844597,11788.558203142,18,2778.58981528466,4818.25147640328
"498",62150000,30279.5709721109,12031.2503935173,18,2835.79291313647,4917.44528657389
"499",62350000,20733.7538310209,10784.5199352772,18,2541.93572602534,4407.87823286147
"500",62550000,23164.5719497188,13681.7787669031,17,3318.31876483968,5772.56964257623
"501",62750000,23204.1989471318,14084.4340611775,17,3415.97701831071,5942.45659717118
"502",62950000,26208.3686324014,12136.1301607752,17,2943.44391406591,5120.4348307338
"503",63150000,32615.8993299174,11783.5813111723,17,2857.93825847164,4971.68861714454
"504",63350000,30204.6470036141,12067.0314280404,17,2926.68500973284,5091.28092803434
"505",63550000,26728.9979286534,12107.6709551959,17,2936.54154285268,5108.4274193454
"506",63750000,21996.5380409759,11618.4433305208,17,2817.88641511707,4902.01416105322
"507",63950000,29417.6137053831,11680.2232726909,18,2753.05502729756,4773.97252985215
"508",64150000,35553.7007583521,12262.5882038094,17,2974.11449457409,5173.78957887844
"509",64350000,31328.3933016442,12965.5978823328,18,3056.02072824515,5299.33432591874
"510",64550000,40796.7563540248,13396.5338505812,18,3157.59331004704,5475.46764345159
"511",64750000,24357.3312392535,13706.8871878368,18,3230.74429315946,5602.31610105513
"512",64950000,42990.931805738,14441.4856510883,18,3403.89081143093,5902.56317700222
"513",65150000,22019.4128379023,14528.0667553076,18,3424.29817340294,5937.95084070496
"514",65350000,44090.4976689913,13940.1572504046,18,3285.72657418931,5697.65887359781
"515",65550000,43840.7740791227,12448.4365564551,18,2934.12463474663,5087.95874639411
"516",65750000,42459.2839032102,10213.4771194324,19,2343.13234872477,4051.58702591714
"517",65950000,22021.2162453513,8699.81845261545,19,1995.87523484743,3451.13335627761
"518",66150000,22025.0332897868,8017.73965662774,19,1839.39562730836,3180.55933254781
"519",66350000,22029.3559996953,9455.81967576567,19,2169.31381026348,3751.03168781302
"520",66550000,24892.8455314337,10681.9495663634,19,2450.60729893558,4237.42548874328
"521",66750000,19949.1311715138,8932.26708049261,19,2049.20260739907,3543.34346590888
"522",66950000,19917.6422800483,10965.1803159373,19,2515.58488920379,4349.78037208962
"523",67150000,21641.8121410868,15627.8829174542,19,3585.28222835096,6199.4291396061
"524",67350000,16638.2152619882,21108.5279210235,20,4720.01033363608,8140.68792919677
"525",67550000,19764.7992179989,24986.0362484979,20,5587.04755399151,9636.08284043511
"526",67750000,23913.1396778096,27754.4208874798,20,6206.07717805448,10703.7345259649
"527",67950000,26929.745946543,28042.2610294589,20,6270.44019046633,10814.742587641
"528",68150000,33082.448248244,29557.8214421937,20,6609.32980115459,11399.2316815313
"529",68350000,38093.0638645626,27310.4317755091,20,6106.79819449085,10532.5062518741
"530",68550000,38826.2464764707,25858.9399920884,21,5642.88332881265,9709.95143944983
"531",68750000,38979.4590704033,25179.2272260234,21,5494.55784303548,9454.72141249264
"532",68950000,39171.5957209062,24654.9490658594,21,5380.15096902768,9257.85659601083
"533",69350000,38544.1268809891,25262.7031546924,21,5512.77378407513,9486.06636375465
"534",69550000,41768.6655607899,24415.9761598997,21,5328.0028056656,9168.12301401086
"535",69750000,37639.5968622459,22287.4250125966,22,4751.69497840754,8159.34630094335
"536",69950000,39897.283738947,20958.7836638021,22,4468.42769106488,7672.93547203694
"537",70150000,42217.2976510299,19630.0836524733,22,4185.14789682787,7186.50316698728
"538",70350000,43489.4914690149,18410.006682802,22,3925.02661288496,6739.83736760815
"539",70550000,37396.9437616913,17114.5348780715,22,3648.83109609793,6265.56978972825
"540",70750000,56444.8290005674,16685.2679598425,22,3557.31108162373,6108.41671173068
"541",70950000,46456.7591970002,16947.7576309496,23,3533.85175199878,6056.56790102973
"542",71150000,20550.8624791811,14183.9251346429,23,2957.55283847948,5068.86560167745
"543",71350000,14283.157410678,8982.73757681709,23,1873.03026245848,3210.13323743617
"544",71550000,12019.8836273634,7219.65989787489,23,1505.40315329674,2580.06760221591
"545",71750000,18630.7077970462,7923.84894022535,23,1652.23671884786,2831.72146953155
"546",71950000,14296.4250888906,9004.89184257483,23,1877.64974620182,3218.05043909677
"547",72150000,16525.824070804,9891.13272685423,23,2062.44374490077,3534.76361196542
"548",72550000,16346.5154393906,9509.34508826908,23,1982.83551914695,3398.32534047149
"549",72750000,17414.8839971414,9993.80817352136,23,2083.85305550061,3571.45641983119
"550",72950000,16888.773483836,9643.37263461289,23,2010.78219444034,3446.22235155202
"551",73150000,23502.5454304258,9958.23629804237,23,2076.4358067282,3558.74420834593
"552",73350000,28207.1554560664,9979.42587961783,23,2080.85413991452,3566.31666379407
"553",73550000,29999.4729200431,9882.09274328439,23,2060.55877802361,3531.53302090392
"554",73750000,30449.7816938257,9696.65351053931,23,2021.89202506458,3465.26317393701
"555",73950000,32472.3790459348,9341.7049207576,23,1947.88012784586,3338.4162905793
"556",74150000,33461.7608192938,9662.55224789579,23,2014.78142026586,3453.07651082742
"557",74350000,29810.7450031811,9331.09895871292,23,1945.66863188461,3334.62607061758
"558",74750000,31659.8093473603,7849.70190362066,23,1636.77599295617,2805.22377162748
"559",74950000,31485.2698118868,7518.32966575185,23,1567.68010494217,2686.80229647589
"560",75150000,31470.3165288186,6877.96224831612,23,1434.15426811432,2457.95616651803
"561",75350000,31425.7760183195,6752.52576510341,23,1407.99895331584,2413.12931718566
"562",75550000,31355.9540222872,8304.03716061064,23,1731.5114428529,2967.5881618738
"563",75750000,31281.2352050273,9639.51038137068,23,2009.9768589686,3444.84211001672
"564",75950000,31030.9306766329,8266.39443239732,23,1723.66239143599,2954.13589613053
"565",76150000,29624.6950657525,9243.87231325812,23,1927.48061901743,3303.45415321823
"566",76350000,22367.4832940448,9600.19999286218,23,2001.78007634239,3430.79387765453
"567",76550000,29991.9615615013,9500.75698954978,23,1981.04477677463,3395.25623810604
"568",76750000,33061.064264081,9988.45078728304,23,2082.73596324825,3569.541867226
"569",76950000,31389.4595379038,13683.0850976399,23,2853.12047162747,4889.88194155455
"570",77150000,14912.0790651521,15793.5778197468,23,3293.18862494931,5644.10221980108
"571",77350000,28541.1389851012,19257.6891551735,23,4015.50577028428,6882.0610091942
"572",77550000,28542.4878123805,21736.4996166935,22,4634.2372893425,7957.65449093761
"573",77750000,28542.1778233215,20888.955113854,22,4453.54019419387,7647.3714905363
"574",77950000,28543.2803501814,21208.5731081502,22,4521.68297953797,7764.38249104451
"575",78150000,28546.1606408163,22194.503166771,22,4731.88397431245,8125.32794671065
"576",78350000,28547.3069064361,22610.5275030505,22,4820.58066082861,8277.63296298803
"577",78550000,28546.3590696128,22313.6682350869,22,4757.29005224195,8168.95385050235
"578",78750000,28551.5126134169,21855.3172766428,22,4659.5692995594,8001.15320977332
"579",78950000,28552.2680657684,20745.2840594382,22,4422.90942247285,7594.77403319263
"580",79150000,28556.269273562,18968.649684872,22,4044.12970111332,6944.3545655308
"581",79350000,28552.2540355794,16583.2600139787,22,3535.5629144916,6071.07196888667
"582",79550000,28556.2134207804,13158.2698744888,22,2805.35256324146,4817.19537212326
"583",79750000,28557.3369347937,11679.1267061911,21,2548.59438962386,4385.47570809142
"584",79950000,28558.2690724994,11798.4956822938,21,2574.64283574862,4430.29838688988
"585",80150000,28557.3014895452,10735.8263700818,21,2342.74938041919,4031.26936942324
"586",80350000,28563.0089085767,12563.2680872041,21,2741.52985645885,4717.46804334843
"587",80550000,26846.8859852155,10543.9413072569,21,2300.87662684173,3959.21712588363
"588",80750000,16042.3466814653,8057.18186051129,21,1758.22122684848,3025.44669767272
"589",80950000,20750.2492159043,10423.3485804987,21,2274.56113643075,3913.93493252493
"590",81150000,26637.5966266389,13926.7806013918,21,3039.07268061527,5229.4627462982
"591",81350000,26637.7100114445,16806.5651512496,21,3667.49318941943,6310.81287680439
"592",81550000,31296.6395479435,19771.8361080339,21,4314.56836158698,7424.26288689747
"593",81750000,31318.2281717415,18367.7337765075,21,4008.16811312584,6897.02683393816
"594",81950000,35794.2163651292,17521.0698283737,21,3823.41089262521,6579.10715801846
"595",82150000,34222.6037684874,17586.5602342748,21,3837.70207083165,6603.69860149001
"596",82350000,35251.1907708666,17851.5195031429,21,3895.52092348251,6703.18998183771
"597",82550000,36669.8888365547,17985.9724654452,21,3924.86096525211,6753.67665048094
"598",82750000,35988.7025564893,17652.157627835,20,3947.14244053805,6807.70857460285
"599",82950000,35575.4595958601,16786.9978274178,20,3753.68682802475,6474.05215050575
"600",83150000,33938.6377941836,15771.9232098633,20,3526.7092433161,6082.57976942464
"601",83350000,34102.8089956335,15395.552232522,20,3442.55013430678,5937.42901880831
"602",83550000,30341.491641272,13481.2156849683,20,3014.49146909256,5199.14842987301
"603",83750000,31424.9960818054,11366.2334909477,20,2541.56707338937,4383.48709708144
"604",83950000,31515.7284145099,11847.8418399352,20,2649.25797407612,4569.22355809245
"605",84150000,31537.5031117167,12640.6329674713,20,2826.53145938906,4874.97037219783
"606",84350000,23972.2902215139,14868.2727920565,20,3324.64686710488,5734.07910296524
"607",84550000,14884.1866959323,16196.5147205731,20,3621.65079137774,6246.32718937769
"608",84750000,19483.881244402,16070.832158887,20,3593.54731622611,6197.85661309421
"609",84950000,18779.2740843619,13845.6416853352,20,3095.97960005143,5339.69249591931
"610",85150000,24168.5631230768,12494.6332696865,20,2793.88493449494,4818.66431514497
"611",85350000,25493.247803099,11623.7976332399,20,2599.16016646255,4482.81895537099
"612",85550000,252.570433488528,12439.662227191,19,2853.85423895293,4934.69300387285
"613",85750000,12370.7616504416,11985.1833941199,19,2749.58964393529,4754.40567154786
"614",85950000,25498.1867212684,14024.4268879028,19,3217.42418660227,5563.35372963643
"615",86150000,25503.5312246361,14983.9051148526,19,3437.54358817077,5943.96940934098
"616",86350000,25508.1041599323,15077.8856348462,19,3459.10419813463,5981.25056746591
"617",86550000,25513.3091913843,15531.196291927,19,3563.10079520019,6161.07449573853
"618",86750000,25519.4455365305,15384.0125488209,19,3529.33452876167,6102.68813651712
"619",86950000,25525.4587493109,15492.8470466386,19,3554.30287494896,6145.86172315898
"620",87150000,25532.4770191494,14749.6672306049,19,3383.80573205579,5851.04951911175
"621",87350000,25540.0053715137,13255.0185061795,18,3124.23782349091,5417.62710813358
"622",87550000,25547.8289170948,11684.3637282158,18,2754.03094202384,4775.66482806216
"623",87750000,25556.9897940907,10877.4959000185,18,2563.85037107732,4445.87962129805
"624",87950000,25570.2163707052,11928.3060880693,18,2811.52870764752,4875.369610892
"625",88150000,10722.4987776241,11150.7755526581,18,2628.26300292457,4557.57522199081
"626",88350000,20956.010885265,12821.0539673739,18,3021.95140076293,5240.25594502988
"627",88550000,28972.6562317807,12992.1317903446,18,3062.27483034067,5310.17933675466
"628",88750000,34412.0650534281,12177.1682422039,18,2870.18607990395,4977.0852253817
"629",88950000,28512.6613586292,10732.3915820527,18,2529.64895533962,4386.57219097251
"630",89150000,61208.64982847,8614.55971928023,18,2030.47119814651,3520.96620899097
"631",89350000,84730.1688400194,8900.55958530302,19,2041.92840912096,3530.76541098868
"632",89550000,30336.1111342028,10234.4158181821,19,2347.93601566473,4059.89320403863
"633",89750000,80984.1643552907,12181.8306366596,19,2794.70361539615,4832.41371985887
"634",89950000,78191.0243297656,13217.5113174215,19,3032.30505882871,5243.25817176295
"635",90150000,75035.9645416993,14322.3293675947,19,3285.76770260263,5681.5287456074
"636",90350000,71455.8804396255,15054.081741009,19,3453.64321036101,5971.80779432322
"637",90550000,67402.4655565324,15194.9281777455,19,3485.95559900797,6027.6802057513
"638",90750000,62784.9128455982,15358.4023641113,19,3523.45914944197,6092.52882535528
"639",90950000,57470.9772439803,15010.796441836,19,3443.71288168543,5954.63693718108
"640",91150000,51247.000543746,15035.3820839735,19,3449.35321481909,5964.3898222704
"641",91350000,22952.827071512,14700.7292305435,20,3287.18298783135,5669.46446693159
"642",91550000,17974.5920354182,14616.3385877237,20,3268.31266643034,5636.91847936149
"643",91750000,17017.7798448558,13833.3327868952,20,3093.22724668743,5334.94546186145
"644",91950000,13219.2863827504,8669.79708521954,20,1938.62556336804,3343.58287533345
"645",92150000,8323.72943215714,5752.28198236817,20,1286.24935383225,2218.41772549955
"646",92350000,8519.92065772569,7857.14180325799,20,1756.91031809401,3030.17527679251
"647",92550000,7896.13441795653,15903.8667525366,19,3648.59726241281,6308.90924246503
"648",92750000,14604.1817772515,23403.7363301738,19,5369.18534549994,9284.03455204364
"649",92950000,21277.4142168921,29019.2845101447,18,6839.91095410168,11860.8406580124
"650",93150000,25219.241924262,29557.4348107517,18,6966.75419638729,12080.7949082052
"651",93350000,25065.0915156733,29090.5322073389,17,7055.49041154651,12273.7785756845
"652",93550000,26148.0620363683,29405.3309381633,16,7351.33273454083,12834.5718201101
"653",93750000,26723.0784958479,29560.9033015407,16,7390.22582538518,12902.4746325352
"654",93950000,25843.4203672511,27351.9710042641,15,7062.24854569754,12380.4773250244
"655",94150000,28951.2922974972,27775.1192740318,15,7171.50495914999,12572.0093194889
"656",94350000,24129.0526994382,25288.3953672976,14,6758.60795183636,11904.0046892982
"657",94550000,0.00268916862680329,23198.1242148196,13,6434.00202700882,11394.1890594772
"658",94750000,10508.5106984377,17628.2275749388,12,5088.83096786344,9069.76010682589
"659",94950000,2802.02011254851,4018.94501381971,13,1114.6547938921,1973.97939950038
"660",95150000,14236.4527219286,12224.1027306457,13,3390.35609168328,6004.09482704945
"661",95450000,17.9824429119815,19861.7051321042,14,5308.26398010454,9349.49915152689
"662",95750000,17.6689949379011,22544.1209865641,14,6025.16977269307,10612.1925904088
"663",96050000,17.4600278826645,26841.0564237702,14,7173.57407405829,12634.8887263708
"664",96350000,17.310767989738,28849.1436242533,15,7448.81685393859,13058.1510352859
"665",96650000,17.1988243436324,29027.1288556707,15,7494.77244308195,13138.7134971797
"666",96950000,15.6315801680192,28767.3126828651,15,7427.68819572519,13021.1114334896
"667",97250000,14.7434826025603,27897.4908168007,15,7203.10115562956,12627.399042966
"668",97550000,14.4923666224163,25977.1886273923,16,6494.29715684807,11338.2873950283
"669",97850000,14.1927003774276,24371.3360852694,16,6092.83402131734,10637.3794600785
"670",98150000,13.7276528269487,21793.2318022205,16,5448.30795055512,9512.11191420029
"671",98450000,12.9886349911855,20612.8173033675,16,5153.20432584188,8996.8953130035
"672",98750000,11.6922382958962,18473.3856007933,17,4480.4541232256,7794.22812863405
"673",99050000,8.7955569075003,16409.7037473755,17,3979.93775503078,6923.52648801166
"674",99350000,5.49768487461417,15524.8342487843,17,3765.32537811437,6550.18535362892
"675",99650000,11.1624338901143,15274.467103914,18,3600.22642272948,6243.02161523805
"676",100250000,51472.1255398237,13776.5742287999,18,3247.16968623475,5630.79877741137
"677",100550000,45943.525439635,13931.3309069426,18,3283.64618508429,5694.05134656318
